tarih,min_trafik_indeksi,max_trafik_indeksi,ort_trafik_indeksi
2018-03-10,1,53,26.49
2018-03-11,1,47,20.53
2018-03-12,1,58,25.48
2018-03-13,1,62,29.49
2018-03-14,1,62,28.24
2018-03-15,1,65,30.12
2018-03-16,1,63,30.15
2018-03-17,1,51,24.02
2018-03-18,1,40,18.47
2018-03-19,4,62,25.54
2018-03-20,1,63,28.64
2018-03-21,1,62,26.77
2018-03-22,1,69,33.95
2018-03-23,1,60,29.06
2018-03-24,1,51,26.59
2018-03-25,1,45,19.8
2018-03-26,1,54,22.1
2018-03-27,2,71,31.84
2018-03-28,2,63,27.51
2018-03-29,6,58,30.79
2018-03-30,1,67,29.62
2018-03-31,1,49,24.33
2018-04-01,1,49,20.98
2018-04-02,2,62,28.54
2018-04-03,2,60,28.38
2018-04-04,1,60,28.63
2018-04-05,1,63,28.94
2018-04-06,1,67,30.9
2018-04-07,1,54,27.42
2018-04-08,1,49,22.49
2018-04-09,1,60,26.38
2018-04-10,1,58,28.26
2018-04-11,1,63,28.55
2018-04-12,1,62,28.65
2018-04-13,1,69,31.82
2018-04-14,1,54,28.06
2018-04-15,1,53,24.09
2018-04-16,1,56,25.41
2018-04-17,1,62,27.79
2018-04-18,1,60,27.98
2018-04-19,1,62,28.69
2018-04-20,1,71,36.29
2018-04-21,1,54,28.4
2018-04-22,1,45,23.64
2018-04-23,1,38,17.36
2018-04-24,1,58,24.62
2018-04-25,1,58,26.3
2018-04-26,1,60,28.44
2018-04-27,1,67,30.6
2018-04-28,1,54,28.02
2018-04-29,1,44,20.63
2018-04-30,1,54,23.49
2018-05-01,1,24,12.19
2018-05-02,1,67,27.75
2018-05-03,1,63,29.2
2018-05-04,1,67,31.81
2018-05-05,1,56,27.23
2018-05-06,1,51,23.13
2018-05-07,1,62,30.91
2018-05-08,1,56,25.32
2018-05-09,2,58,30.73
2018-05-10,6,63,31.35
2018-05-11,1,72,32.73
2018-05-12,2,62,32.86
2018-05-13,1,53,27.1
2018-05-14,1,60,27.5
2018-05-15,1,63,29.13
2018-05-16,1,54,21.11
2018-05-17,1,51,20.94
2018-05-18,1,69,30.74
2018-05-19,1,29,13.51
2018-05-20,1,27,8.18
2018-05-21,1,53,20.66
2018-05-22,1,62,23.45
2018-05-23,1,54,20.82
2018-05-24,1,56,22.11
2018-05-25,1,62,25.13
2018-05-26,1,40,18.12
2018-05-27,1,33,10.93
2018-05-28,1,56,20.97
2018-05-29,1,56,23.65
2018-05-30,1,58,22.59
2018-05-31,1,60,23.49
2018-06-01,1,63,25.23
2018-06-02,1,51,20.25
2018-06-03,1,45,12.32
2018-06-04,1,56,23.58
2018-06-05,1,60,25.16
2018-06-06,1,60,24.78
2018-06-07,1,62,25.83
2018-06-08,1,67,27.71
2018-06-09,1,42,19.78
2018-06-10,1,40,10.34
2018-06-11,1,58,24.02
2018-06-12,1,58,24.61
2018-06-13,1,65,29.16
2018-06-14,1,47,14.9
2018-06-15,1,58,24.95
2018-06-16,1,62,26.3
2018-06-17,1,56,20.44
2018-06-18,1,49,17.57
2018-06-19,1,51,23.49
2018-06-20,1,58,23.91
2018-06-21,1,60,26.12
2018-06-22,1,63,27.52
2018-06-23,1,49,24.19
2018-06-24,1,36,10.61
2018-06-25,1,63,25.11
2018-06-26,1,47,21.68
2018-06-27,1,58,26.21
2018-06-28,1,65,31.1
2018-06-29,2,67,30.39
2018-06-30,1,54,25.59
2018-07-01,1,40,18.78
2018-07-02,1,60,27.03
2018-07-03,1,60,27.33
2018-07-04,1,62,27.87
2018-07-05,1,63,27.87
2018-07-06,1,65,30.11
2018-07-07,1,42,23.02
2018-07-08,1,35,15.68
2018-07-09,1,51,23.68
2018-07-10,1,53,23.37
2018-07-11,1,53,23.47
2018-07-12,1,54,23.81
2018-07-13,1,60,26.4
2018-07-14,1,42,22.07
2018-07-15,1,35,14.74
2018-07-16,1,51,25.07
2018-07-17,1,54,23.42
2018-07-18,1,56,24.73
2018-07-19,1,53,22.41
2018-07-20,1,54,24.28
2018-07-21,1,44,19.87
2018-07-22,1,27,12.69
2018-07-23,1,51,22.61
2018-07-24,4,56,28.61
2018-07-25,1,53,23.73
2018-07-26,1,54,24.5
2018-07-27,1,71,27.31
2018-07-28,1,36,17.77
2018-07-29,1,27,12.34
2018-07-30,1,56,23.24
2018-07-31,1,54,23.07
2018-08-01,1,58,25.37
2018-08-02,1,56,25.52
2018-08-03,1,62,27.08
2018-08-04,1,38,20.76
2018-08-05,1,27,13.61
2018-08-06,1,54,23.61
2018-08-07,1,54,24.37
2018-08-08,1,60,26.08
2018-08-09,1,60,26.48
2018-08-10,1,60,27.47
2018-08-11,1,35,19.21
2018-08-12,1,27,12.44
2018-08-13,1,47,21.44
2018-08-14,1,56,24.16
2018-08-15,1,56,25.81
2018-08-16,1,58,26.02
2018-08-17,1,49,26.04
2018-08-18,1,27,15.98
2018-08-19,1,17,5.98
2018-08-20,1,13,4.34
2018-08-21,1,22,7.13
2018-08-22,1,27,10.84
2018-08-23,1,20,7.99
2018-08-24,1,17,6.83
2018-08-25,1,17,6.75
2018-08-26,1,15,5.97
2018-08-27,1,42,15.35
2018-08-28,1,47,19.65
2018-08-29,1,53,22.59
2018-08-30,1,24,12.7
2018-08-31,1,53,22.69
2018-09-01,1,44,19.9
2018-09-02,1,35,15.41
2018-09-03,1,58,25.13
2018-09-04,1,62,27.78
2018-09-05,1,67,30.03
2018-09-06,1,60,28.19
2018-09-07,1,49,21.94
2018-09-08,11,60,37.45
2018-09-09,1,40,17.9
2018-09-10,1,56,24.31
2018-09-11,1,54,25.52
2018-09-12,1,60,25.25
2018-09-13,1,72,28.81
2018-09-14,9,65,34.56
2018-09-15,1,54,24.83
2018-09-16,1,44,18.41
2018-09-17,1,51,21.26
2018-09-18,1,56,23.28
2018-09-19,1,58,23.56
2018-09-20,1,58,24.95
2018-09-21,1,60,25.45
2018-09-22,24,53,39.61
2018-09-23,1,47,19.36
2018-09-24,1,58,23.39
2018-09-25,2,65,31.69
2018-09-26,1,72,32.36
2018-09-27,2,60,28.7
2018-09-28,1,58,25.93
2018-09-29,1,53,23.38
2018-09-30,1,36,17.01
2018-10-01,2,56,25.45
2018-10-02,1,58,26.57
2018-10-03,1,58,23.57
2018-10-04,1,58,27.99
2018-10-05,1,65,27.63
2018-10-06,1,56,23.98
2018-10-07,1,49,19.78
2018-10-08,1,56,21.72
2018-10-09,1,56,23.51
2018-10-10,1,63,24.78
2018-10-11,1,67,29.07
2018-10-12,1,65,26.13
2018-10-13,1,51,23.64
2018-10-14,1,47,18.22
2018-10-15,1,58,23.13
2018-10-16,1,60,25.41
2018-10-17,2,62,26.86
2018-10-18,1,65,28.17
2018-10-19,1,63,24.98
2018-10-20,1,53,23.34
2018-10-21,1,44,16.8
2018-10-22,1,56,22.23
2018-10-23,1,56,23.21
2018-10-24,1,60,23.8
2018-10-25,2,65,31.3
2018-10-26,1,71,28.78
2018-10-27,1,54,25.05
2018-10-28,1,47,17.77
2018-10-29,1,36,14.4
2018-10-30,1,58,22.94
2018-10-31,1,58,24.22
2018-11-01,1,65,26.18
2018-11-02,1,71,26.58
2018-11-03,1,56,22.77
2018-11-04,1,47,16.53
2018-11-05,1,60,23.61
2018-11-06,1,60,26.28
2018-11-07,1,60,25.28
2018-11-08,1,65,27.38
2018-11-09,1,67,29.02
2018-11-10,1,53,24.69
2018-11-11,1,63,28.9
2018-11-12,1,60,23.48
2018-11-13,2,62,28.76
2018-11-14,2,65,28.59
2018-11-15,1,80,37.57
2018-11-16,9,74,35.1
2018-11-17,1,56,25.01
2018-11-18,1,51,22.35
2018-11-19,1,76,33.15
2018-11-20,1,65,25.48
2018-11-21,1,63,26.19
2018-11-22,2,72,33.21
2018-11-23,1,90,29.4
2018-11-24,2,53,23.76
2018-11-25,1,40,13.93
2018-11-26,1,72,27.21
2018-11-27,1,62,26.49
2018-11-28,1,76,37.14
2018-11-29,13,76,40.49
2018-11-30,11,78,38.92
2018-12-01,1,51,22.08
2018-12-02,1,36,14.1
2018-12-03,1,63,23.9
2018-12-04,1,62,25.36
2018-12-05,2,71,35.03
2018-12-06,4,71,38.79
2018-12-07,1,71,28.39
2018-12-08,1,58,24.54
2018-12-09,1,44,15.51
2018-12-10,1,74,30.98
2018-12-11,1,65,29.71
2018-12-12,1,60,29.02
2018-12-13,1,63,26.5
2018-12-14,1,65,25.67
2018-12-15,1,51,22.16
2018-12-16,1,40,14.9
2018-12-17,1,65,26.55
2018-12-18,1,80,36.71
2018-12-19,9,71,37.23
2018-12-20,4,60,25.98
2018-12-21,1,69,27.08
2018-12-22,1,51,22.5
2018-12-23,1,44,16.44
2018-12-24,1,65,27.37
2018-12-25,8,71,36.29
2018-12-26,1,60,28.13
2018-12-27,2,63,27.5
2018-12-28,1,72,29.67
2018-12-29,1,63,30.24
2018-12-30,1,35,14.78
2018-12-31,1,56,17.98
2019-01-01,1,31,10.77
2019-01-02,1,58,24.27
2019-01-03,1,69,30.23
2019-01-04,8,60,28.06
2019-01-05,2,51,25.4
2019-01-06,1,24,10.91
2019-01-07,9,67,28.52
2019-01-08,9,58,28.8
2019-01-09,6,58,26.88
2019-01-10,6,60,28.16
2019-01-11,4,74,36.74
2019-01-12,6,54,28.33
2019-01-13,1,29,12.26
2019-01-14,1,56,21.39
2019-01-15,6,76,34.03
2019-01-16,2,63,26.01
2019-01-17,2,65,26.93
2019-01-18,1,67,27.12
2019-01-19,1,53,22.47
2019-01-20,1,44,18.0
2019-01-21,1,67,26.98
2019-01-22,2,62,26.08
2019-01-23,1,78,32.81
2019-01-24,6,29,13.05
2019-01-25,1,71,30.41
2019-01-26,1,58,24.58
2019-01-27,1,45,20.0
2019-01-28,1,65,24.76
2019-01-29,1,67,27.57
2019-01-30,1,67,27.13
2019-01-31,2,81,34.26
2019-02-01,8,69,32.99
2019-02-02,1,53,24.24
2019-02-03,1,42,16.08
2019-02-04,1,54,21.99
2019-02-05,1,60,25.41
2019-02-06,1,60,29.03
2019-02-07,4,76,34.29
2019-02-08,9,63,32.38
2019-02-09,6,45,22.86
2019-02-10,1,42,16.41
2019-02-11,1,58,23.79
2019-02-12,1,72,29.11
2019-02-13,4,71,36.08
2019-02-14,6,62,28.35
2019-02-15,6,71,32.3
2019-02-16,4,51,23.35
2019-02-17,1,36,14.35
2019-02-18,1,60,23.28
2019-02-19,1,63,27.75
2019-02-20,2,63,27.74
2019-02-21,1,63,27.63
2019-02-22,1,63,26.51
2019-02-23,8,54,34.52
2019-02-24,13,33,23.41
2019-02-25,6,51,26.51
2019-02-26,2,58,26.23
2019-02-27,6,72,33.67
2019-02-28,2,56,25.29
2019-03-01,1,69,27.38
2019-03-02,1,53,21.3
2019-03-03,1,42,16.39
2019-03-04,1,58,23.74
2019-03-05,1,62,27.45
2019-03-06,1,60,29.49
2019-03-07,1,69,30.31
2019-03-08,1,69,30.63
2019-03-09,1,53,23.33
2019-03-10,1,44,19.8
2019-03-11,1,58,23.82
2019-03-12,1,76,34.53
2019-03-13,6,60,31.06
2019-03-14,1,62,25.25
2019-03-15,2,63,28.38
2019-03-16,1,51,24.83
2019-03-17,1,47,20.39
2019-03-18,1,54,24.06
2019-03-19,1,58,25.88
2019-03-20,1,60,26.75
2019-03-21,1,62,26.48
2019-03-22,1,71,24.86
2019-03-23,2,56,28.31
2019-03-24,11,60,32.04
2019-03-25,24,65,49.46
2019-03-26,22,58,46.46
2019-03-27,2,53,30.15
2019-03-28,1,63,26.53
2019-03-29,1,62,29.08
2019-03-30,1,42,18.87
2019-03-31,1,18,4.7
2019-04-01,1,60,22.3
2019-04-02,1,62,24.49
2019-04-03,1,56,25.62
2019-04-04,4,58,26.93
2019-04-05,1,65,30.75
2019-04-06,9,51,28.05
2019-04-07,1,49,24.82
2019-04-08,2,54,25.06
2019-04-09,2,67,26.33
2019-04-10,2,54,27.94
2019-04-11,1,54,26.33
2019-04-12,1,63,27.72
2019-04-13,4,51,28.3
2019-04-14,2,42,21.27
2019-04-15,4,49,22.11
2019-04-16,4,54,34.25
2019-04-17,1,60,25.65
2019-04-18,1,65,30.31
2019-04-19,6,71,31.8
2019-04-20,1,54,28.69
2019-04-21,1,56,22.42
2019-04-22,1,53,21.61
2019-04-23,1,38,15.99
2019-04-24,1,56,26.2
2019-04-25,1,60,26.87
2019-04-26,1,63,29.05
2019-04-27,1,53,25.75
2019-04-28,1,60,21.56
2019-04-29,1,56,25.11
2019-04-30,1,71,31.9
2019-05-01,1,31,14.21
2019-05-02,2,65,31.65
2019-05-03,1,67,30.67
2019-05-04,1,53,25.85
2019-05-05,1,47,15.85
2019-05-06,1,54,20.87
2019-05-07,1,54,23.94
2019-05-08,1,49,20.94
2019-05-09,1,56,20.57
2019-05-10,1,65,26.73
2019-05-11,1,56,22.06
2019-05-12,1,42,12.83
2019-05-13,1,56,21.75
2019-05-14,1,54,21.31
2019-05-15,1,56,21.74
2019-05-16,1,58,23.09
2019-05-17,1,71,27.39
2019-05-18,1,45,17.56
2019-05-19,1,45,11.06
2019-05-20,1,45,15.54
2019-05-22,2,60,32.21
2019-05-23,1,62,24.97
2019-05-24,1,67,30.12
2019-05-25,1,53,21.75
2019-05-26,1,45,13.49
2019-05-27,1,60,24.87
2019-05-28,1,62,25.99
2019-05-29,1,63,27.99
2019-05-30,1,71,30.51
2019-05-31,1,60,29.72
2019-06-01,1,45,20.5
2019-06-02,1,27,10.38
2019-06-03,1,26,8.39
2019-06-04,1,56,22.79
2019-06-05,1,49,21.64
2019-06-06,1,31,13.46
2019-06-07,1,24,9.02
2019-06-08,1,18,9.07
2019-06-09,1,18,7.86
2019-06-10,1,56,19.81
2019-06-11,1,54,24.59
2019-06-12,1,56,24.95
2019-06-13,1,63,27.39
2019-06-14,1,67,29.16
2019-06-15,1,54,26.13
2019-06-16,1,44,20.3
2019-06-17,1,62,27.73
2019-06-18,1,63,28.91
2019-06-19,1,63,30.38
2019-06-20,1,67,31.17
2019-06-21,1,67,31.29
2019-06-22,1,58,30.25
2019-06-23,1,47,19.55
2019-06-24,1,65,29.31
2019-06-25,1,63,29.97
2019-06-26,2,62,28.62
2019-06-27,2,60,30.81
2019-06-28,2,60,30.71
2019-06-29,1,81,26.41
2019-06-30,1,36,19.24
2019-07-01,1,49,27.67
2019-07-02,1,53,24.46
2019-07-03,1,54,25.18
2019-07-04,1,54,26.32
2019-07-05,1,56,27.14
2019-07-06,1,40,22.3
2019-07-07,1,33,16.38
2019-07-08,1,56,24.72
2019-07-09,1,51,24.28
2019-07-10,1,49,24.74
2019-07-11,2,53,28.88
2019-07-12,1,56,25.55
2019-07-13,1,40,21.2
2019-07-14,1,36,16.18
2019-07-15,2,31,16.5
2019-07-16,1,51,22.36
2019-07-17,1,49,23.23
2019-07-18,1,49,24.51
2019-07-19,1,49,25.72
2019-07-20,1,44,21.18
2019-07-21,1,31,14.7
2019-07-22,1,49,24.47
2019-07-23,1,49,24.85
2019-07-24,1,51,26.11
2019-07-25,1,51,24.64
2019-07-26,1,57,26.41
2019-07-27,1,44,21.57
2019-07-28,1,27,13.86
2019-07-29,1,49,22.24
2019-07-30,1,53,23.59
2019-07-31,1,53,22.36
2019-08-01,1,53,23.92
2019-08-02,1,56,25.1
2019-08-03,1,40,20.09
2019-08-04,1,31,12.35
2019-08-05,1,49,21.61
2019-08-06,1,56,23.02
2019-08-07,1,51,23.85
2019-08-08,1,54,26.07
2019-08-09,1,51,25.3
2019-08-10,1,26,10.95
2019-08-11,1,29,12.07
2019-08-12,1,35,14.11
2019-08-13,1,22,9.85
2019-08-14,1,18,7.57
2019-08-15,1,26,9.07
2019-08-16,1,26,9.34
2019-08-17,1,51,16.82
2019-08-18,1,22,8.94
2019-08-19,1,49,19.59
2019-08-20,1,51,23.14
2019-08-21,1,53,24.83
2019-08-22,1,53,23.86
2019-08-23,1,57,25.28
2019-08-24,1,49,22.95
2019-08-25,1,35,16.66
2019-08-26,1,54,25.37
2019-08-27,1,57,26.44
2019-08-28,1,61,28.55
2019-08-29,1,65,31.89
2019-08-30,1,36,15.97
2019-08-31,1,42,18.87
2019-09-01,1,44,18.57
2019-09-02,1,56,25.54
2019-09-03,1,57,26.64
2019-09-04,1,61,29.06
2019-09-05,1,59,28.27
2019-09-06,1,64,29.73
2019-09-07,1,56,28.11
2019-09-08,1,45,20.3
2019-09-09,1,51,22.6
2019-09-10,1,54,25.46
2019-09-11,1,60,25.95
2019-09-12,1,58,26.55
2019-09-13,2,69,30.75
2019-09-14,1,54,27.2
2019-09-15,1,45,21.1
2019-09-16,1,58,24.88
2019-09-17,1,58,26.38
2019-09-18,1,62,27.36
2019-09-19,1,63,27.91
2019-09-20,1,80,37.63
2019-09-21,1,62,29.06
2019-09-22,1,54,22.82
2019-09-23,1,60,25.46
2019-09-24,1,67,28.07
2019-09-25,1,54,26.34
2019-09-26,1,67,27.55
2019-09-27,1,62,28.11
2019-09-28,1,56,25.57
2019-09-29,1,53,21.34
2019-09-30,1,58,25.48
2019-10-01,1,67,27.53
2019-10-02,1,63,28.43
2019-10-03,1,65,29.32
2019-10-04,2,67,30.79
2019-10-05,4,60,30.73
2019-10-06,1,45,21.79
2019-10-07,1,58,25.79
2019-10-08,4,72,35.98
2019-10-09,1,65,27.77
2019-10-10,1,65,28.66
2019-10-11,1,67,30.02
2019-10-12,1,60,28.05
2019-10-13,1,53,21.77
2019-10-14,1,63,26.58
2019-10-15,2,62,27.59
2019-10-16,1,62,26.66
2019-10-17,2,62,28.74
2019-10-18,4,69,29.99
2019-10-19,2,58,28.73
2019-10-20,1,54,22.63
2019-10-21,1,62,25.32
2019-10-22,1,65,28.36
2019-10-23,2,67,29.17
2019-10-24,2,69,30.37
2019-10-25,2,74,32.93
2019-10-26,1,63,28.64
2019-10-27,1,63,17.45
2019-10-28,1,53,20.41
2019-10-29,2,36,16.18
2019-10-30,1,60,26.56
2019-10-31,2,80,33.97
2019-11-01,13,71,38.02
2019-11-02,2,60,28.07
2019-11-03,2,65,30.05
2019-11-04,2,62,27.04
2019-11-05,4,65,30.7
2019-11-06,4,71,31.21
2019-11-07,2,69,30.19
2019-11-08,2,74,33.08
2019-11-09,4,63,29.65
2019-11-10,1,49,22.57
2019-11-11,2,60,26.93
2019-11-12,4,63,29.36
2019-11-13,2,65,28.37
2019-11-14,4,76,33.6
2019-11-15,4,72,32.82
2019-11-16,2,69,32.04
2019-11-17,1,58,25.4
2019-11-18,2,69,31.11
2019-11-19,4,74,31.92
2019-11-20,6,74,33.57
2019-11-21,4,76,33.19
2019-11-22,4,76,33.53
2019-11-23,4,62,30.41
2019-11-24,1,54,25.0
2019-11-25,2,65,27.38
2019-11-26,9,67,32.27
2019-11-27,8,67,31.93
2019-11-28,2,65,29.8
2019-11-29,4,72,35.03
2019-11-30,2,62,29.44
2019-12-01,2,49,23.12
2019-12-02,2,69,28.93
2019-12-03,4,74,33.06
2019-12-04,13,69,39.71
2019-12-05,6,74,34.72
2019-12-06,4,76,32.29
2019-12-07,4,60,28.61
2019-12-08,1,40,17.66
2019-12-09,2,65,28.15
2019-12-10,4,67,30.57
2019-12-11,4,80,32.61
2019-12-12,6,67,31.69
2019-12-13,9,69,34.54
2019-12-14,4,62,30.57
2019-12-15,1,45,19.41
2019-12-16,1,69,28.89
2019-12-17,4,67,31.56
2019-12-18,8,72,32.94
2019-12-19,4,69,32.05
2019-12-20,4,72,33.36
2019-12-21,2,58,28.53
2019-12-22,2,45,20.8
2019-12-23,4,72,34.44
2019-12-24,6,67,35.92
2019-12-25,4,72,33.37
2019-12-26,9,74,38.81
2019-12-27,8,78,37.06
2019-12-28,6,65,34.89
2019-12-29,8,42,21.24
2019-12-30,4,71,37.06
2019-12-31,6,62,32.12
2020-01-01,2,33,14.73
2020-01-02,4,72,35.57
2020-01-03,9,63,30.27
2020-01-04,1,45,21.74
2020-01-05,2,45,18.92
2020-01-06,15,80,44.48
2020-01-07,17,80,44.02
2020-01-08,15,74,36.88
2020-01-09,9,71,34.63
2020-01-10,6,74,33.94
2020-01-11,4,54,26.76
2020-01-12,2,35,17.09
2020-01-13,6,60,28.47
2020-01-14,6,65,30.92
2020-01-15,6,63,30.09
2020-01-16,4,69,31.52
2020-01-17,6,81,36.86
2020-01-18,9,63,32.28
2020-01-19,4,49,23.97
2020-01-20,11,74,38.32
2020-01-21,8,71,33.56
2020-01-22,4,71,33.24
2020-01-23,6,71,32.75
2020-01-24,4,71,32.75
2020-01-25,6,60,31.34
2020-01-26,4,47,25.03
2020-01-27,4,65,29.92
2020-01-28,11,67,36.46
2020-01-29,6,83,35.29
2020-01-30,13,67,37.02
2020-01-31,6,71,33.7
2020-02-01,8,56,30.55
2020-02-02,2,53,22.5
2020-02-03,1,60,27.51
2020-02-04,9,62,32.44
2020-02-05,6,83,38.61
2020-02-06,8,74,34.81
2020-02-07,6,76,32.06
2020-02-08,15,44,28.37
2020-02-09,2,31,14.94
2020-02-10,2,63,29.77
2020-02-11,6,65,33.01
2020-02-12,9,65,34.29
2020-02-13,6,67,31.6
2020-02-14,6,72,33.43
2020-02-15,6,54,29.91
2020-02-16,4,45,20.53
2020-02-17,4,63,30.04
2020-02-18,6,65,31.56
2020-02-19,6,65,31.23
2020-02-20,6,76,39.04
2020-02-21,13,65,44.03
2020-02-22,4,56,28.24
2020-02-23,1,47,20.69
2020-02-24,6,60,28.63
2020-02-25,4,65,31.33
2020-02-26,6,63,32.5
2020-02-27,6,72,36.36
2020-02-28,6,67,32.98
2020-02-29,4,58,34.15
2020-03-01,2,47,22.51
2020-03-02,2,65,30.69
2020-03-03,4,90,35.18
2020-03-04,1,62,29.86
2020-03-05,4,76,34.2
2020-03-06,6,67,35.89
2020-03-07,4,60,30.81
2020-03-08,2,49,22.68
2020-03-09,2,62,29.39
2020-03-10,6,74,38.46
2020-03-11,6,69,32.7
2020-03-12,4,72,31.91
2020-03-13,6,71,32.29
2020-03-14,6,51,24.54
2020-03-15,1,42,18.75
2020-03-16,8,56,24.19
2020-03-17,4,54,21.91
2020-03-18,4,54,20.85
2020-03-19,4,40,18.07
2020-03-20,2,36,15.24
2020-03-21,1,15,7.91
2020-03-22,1,87,4.94
2020-03-23,2,33,14.53
2020-03-24,4,27,16.53
2020-03-25,6,26,14.28
2020-03-26,4,20,10.66
2020-03-27,1,20,11.66
2020-03-28,1,17,7.69
2020-03-29,4,20,9.77
2020-03-30,2,18,10.21
2020-03-31,2,20,10.36
2020-04-01,4,20,11.24
2020-04-02,4,27,13.19
2020-04-03,2,17,9.76
2020-04-04,1,13,7.11
2020-04-05,6,18,10.08
2020-04-06,4,20,11.45
2020-04-07,4,17,10.25
2020-04-08,2,17,8.89
2020-04-09,2,17,8.24
2020-04-10,1,15,8.26
2020-04-11,1,24,7.01
2020-04-12,1,31,9.59
2020-04-13,1,18,9.47
2020-04-14,2,17,8.74
2020-04-15,6,27,14.74
2020-04-16,4,24,12.25
2020-04-17,1,24,11.69
2020-04-18,1,15,7.41
2020-04-19,1,13,6.18
2020-04-20,1,24,10.56
2020-04-21,2,38,14.88
2020-04-22,1,29,12.83
2020-04-23,1,17,8.32
2020-04-24,1,17,7.28
2020-04-25,1,15,6.15
2020-04-26,1,13,6.0
2020-04-27,1,36,11.92
2020-04-28,1,31,11.94
2020-04-29,1,31,13.36
2020-04-30,1,38,14.38
2020-05-01,1,17,6.33
2020-05-02,1,18,6.67
2020-05-03,1,20,9.37
2020-05-04,6,51,21.71
2020-05-05,1,27,14.07
2020-05-06,1,35,14.62
2020-05-07,1,38,16.64
2020-05-08,1,42,14.42
2020-05-09,1,17,7.51
2020-05-10,1,15,6.46
2020-05-11,1,44,16.44
2020-05-12,1,38,15.73
2020-05-13,1,42,17.75
2020-05-14,1,47,17.35
2020-05-15,1,53,20.41
2020-05-16,1,15,7.75
2020-05-17,1,13,5.84
2020-05-18,1,15,7.07
2020-05-19,1,15,7.38
2020-05-20,1,58,24.3
2020-05-21,1,65,26.53
2020-05-22,6,51,26.32
2020-05-23,1,17,6.93
2020-05-24,1,8,2.64
2020-05-25,1,11,3.69
2020-05-26,1,11,4.34
2020-05-27,1,54,22.87
2020-05-28,6,44,19.72
2020-05-29,2,60,22.56
2020-05-30,1,11,5.89
2020-05-31,1,6,2.79
2020-06-01,1,80,28.11
2020-06-02,1,60,24.94
2020-06-03,1,62,25.48
2020-06-04,1,54,25.54
2020-06-05,2,67,30.0
2020-06-06,1,31,14.43
2020-06-07,1,24,10.94
2020-06-08,1,54,24.35
2020-06-09,4,54,25.58
2020-06-10,4,56,27.01
2020-06-11,4,60,26.85
2020-06-12,6,60,28.87
2020-06-13,4,42,19.42
2020-06-14,1,26,13.16
2020-06-15,8,54,26.35
2020-06-16,4,58,27.56
2020-06-17,4,58,27.72
2020-06-18,4,58,27.76
2020-06-19,2,62,32.81
2020-06-20,1,54,13.34
2020-06-21,1,29,12.76
2020-06-22,1,56,26.33
2020-06-23,2,54,27.14
2020-06-24,4,56,27.14
2020-06-25,4,62,29.59
2020-06-26,6,67,34.4
2020-06-27,2,47,13.42
2020-06-28,1,36,9.52
2020-06-29,2,63,31.04
2020-06-30,1,60,29.57
2020-07-01,2,63,31.15
2020-07-02,4,62,30.35
2020-07-03,4,60,31.21
2020-07-04,4,42,22.93
2020-07-05,2,31,14.41
2020-07-06,2,54,26.77
2020-07-07,4,60,29.07
2020-07-08,6,60,29.42
2020-07-09,4,60,28.88
2020-07-10,6,62,30.68
2020-07-11,2,44,22.13
2020-07-12,1,33,15.68
2020-07-13,4,62,29.72
2020-07-14,4,63,29.98
2020-07-15,2,27,16.3
2020-07-16,4,56,27.88
2020-07-17,4,58,29.02
2020-07-18,4,42,23.17
2020-07-19,2,27,14.34
2020-07-20,1,54,26.54
2020-07-21,6,60,29.51
2020-07-22,4,60,30.41
2020-07-23,4,62,30.2
2020-07-24,4,58,30.76
2020-07-25,4,40,22.47
2020-07-26,1,26,14.27
2020-07-27,4,54,25.5
2020-07-28,4,53,26.33
2020-07-29,2,54,27.81
2020-07-30,2,38,16.74
2020-07-31,1,26,11.22
2020-08-01,1,27,13.32
2020-08-02,1,29,12.42
2020-08-03,1,24,11.92
2020-08-04,1,44,17.32
2020-08-05,1,51,20.98
2020-08-06,2,56,23.9
2020-08-07,4,54,25.89
2020-08-08,2,42,21.44
2020-08-09,2,33,16.93
2020-08-10,4,60,29.32
2020-08-11,4,62,30.08
2020-08-12,2,63,29.4
2020-08-13,4,62,29.38
2020-08-14,4,65,31.02
2020-08-15,2,45,24.61
2020-08-16,1,31,16.2
2020-08-17,1,58,26.46
2020-08-18,2,58,30.68
2020-08-19,2,60,30.29
2020-08-20,2,58,29.95
2020-08-21,2,60,30.92
2020-08-22,2,45,23.63
2020-08-23,1,31,15.84
2020-08-24,1,62,27.26
2020-08-25,4,62,30.23
2020-08-26,2,62,29.42
2020-08-27,2,62,29.41
2020-08-28,6,65,32.3
2020-08-29,1,47,25.61
2020-08-30,1,36,16.95
2020-08-31,1,63,29.14
2020-09-01,2,63,30.46
2020-09-02,4,65,31.41
2020-09-03,2,65,31.32
2020-09-04,2,65,32.01
2020-09-05,4,53,26.66
2020-09-06,1,36,17.65
2020-09-07,1,62,28.41
2020-09-08,2,63,29.88
2020-09-09,2,62,29.38
2020-09-10,4,63,36.25
2020-09-11,4,63,23.86
2020-09-12,2,49,25.71
2020-09-13,1,36,18.28
2020-09-14,2,60,29.01
2020-09-15,4,62,32.28
2020-09-16,2,60,27.89
2020-09-17,4,65,33.59
2020-09-18,4,65,31.65
2020-09-19,6,51,27.84
2020-09-20,2,54,19.44
2020-09-21,1,63,32.67
2020-09-22,4,62,29.86
2020-09-23,2,63,29.49
2020-09-24,2,65,32.08
2020-09-25,2,65,31.84
