tarih,min_trafik_indeksi,max_trafik_indeksi,ort_trafik_indeksi
2023-04-14,1,83,32.59
2023-04-15,1,63,29.08
2023-04-16,1,49,16.3
2023-04-17,1,74,31.28
2023-04-18,1,76,32.99
2023-04-19,1,69,30.11
2023-04-20,1,63,19.25
2023-04-21,1,80,33.51
2023-04-22,1,72,36.75
2023-04-23,11,58,41.47
2023-04-24,1,62,22.84
2023-04-25,1,74,43.48
2023-04-26,1,69,35.09
2023-04-27,1,78,40.02
2023-04-28,1,76,37.79
2023-04-29,1,71,35.91
2023-04-30,1,62,29.35
2023-05-01,1,51,21.63
2023-05-02,1,69,35.3
2023-05-03,1,71,34.97
2023-05-04,1,71,36.46
2023-05-05,1,67,33.65
2023-05-06,1,67,33.42
2023-05-07,17,69,42.38
2023-05-08,1,72,32.9
2023-05-09,1,74,33.17
2023-05-10,1,67,31.83
2023-05-11,1,72,33.32
2023-05-12,9,71,44.28
2023-05-13,1,63,28.5
2023-05-14,1,26,4.65
2023-05-15,1,60,22.88
2023-05-16,1,69,32.4
2023-05-17,1,72,37.21
2023-05-18,6,81,58.19
2023-05-19,1,49,20.32
2023-05-20,1,54,24.71
2023-05-21,1,54,24.0
2023-05-22,1,63,28.92
2023-05-23,1,67,31.03
2023-05-24,1,71,32.51
2023-05-25,1,71,33.39
2023-05-26,1,71,34.28
2023-05-27,1,69,32.69
2023-05-28,1,40,14.79
2023-05-29,4,63,29.66
2023-05-30,1,71,33.91
2023-05-31,1,72,33.63
2023-06-01,1,71,36.15
2023-06-02,4,67,47.79
2023-06-03,1,69,40.36
2023-06-04,1,54,25.7
2023-06-05,1,65,33.89
2023-06-06,1,71,36.01
2023-06-07,1,78,36.73
2023-06-08,1,72,37.32
2023-06-09,1,74,37.56
2023-06-10,1,71,35.66
2023-06-11,1,54,24.03
2023-06-12,1,65,33.03
2023-06-13,1,67,34.6
2023-06-14,1,72,35.94
2023-06-15,1,78,37.73
2023-06-16,1,71,36.32
2023-06-17,6,69,33.88
2023-06-18,1,53,24.49
2023-06-19,1,71,34.55
2023-06-20,1,74,37.02
2023-06-21,1,74,38.48
2023-06-22,1,72,39.19
2023-06-23,1,65,36.76
2023-06-24,2,47,33.11
2023-06-25,1,31,14.12
2023-06-26,1,31,13.34
2023-06-27,1,26,7.89
2023-06-28,1,36,14.1
2023-06-29,1,40,16.91
2023-06-30,1,38,15.19
2023-07-01,1,29,13.54
2023-07-02,1,24,8.65
2023-07-03,1,54,22.8
2023-07-04,1,63,27.04
2023-07-05,11,63,40.25
2023-07-06,1,67,31.13
2023-07-07,1,67,32.88
2023-07-08,4,60,32.74
2023-07-09,1,45,21.25
2023-07-10,2,63,39.47
2023-07-11,1,69,33.16
2023-07-12,1,72,34.56
2023-07-13,1,67,32.95
2023-07-14,1,69,33.5
2023-07-15,1,38,23.18
2023-07-16,8,38,27.32
2023-07-17,1,65,29.6
2023-07-18,1,65,30.8
2023-07-19,1,67,31.43
2023-07-20,15,69,42.49
2023-07-21,1,63,30.86
2023-07-22,1,49,25.3
2023-07-23,1,40,18.51
2023-07-24,1,63,30.43
2023-07-25,11,65,42.41
2023-07-26,1,60,30.29
2023-07-27,1,69,34.3
2023-07-28,1,65,31.03
2023-07-29,1,47,25.58
2023-07-30,1,40,18.26
2023-07-31,1,60,27.37
2023-08-01,1,67,30.56
2023-08-02,1,69,30.56
2023-08-03,1,65,30.68
2023-08-04,1,62,30.99
2023-08-05,1,44,24.03
2023-08-06,2,38,23.36
2023-08-07,1,67,33.8
2023-08-08,1,65,29.27
2023-08-09,1,71,30.03
2023-08-10,1,63,30.82
2023-08-11,1,62,31.51
2023-08-12,1,47,24.65
2023-08-13,1,40,17.83
2023-08-14,1,67,28.74
2023-08-15,1,63,29.21
2023-08-16,1,67,30.17
2023-08-17,1,67,29.8
2023-08-18,1,67,30.5
2023-08-19,1,53,26.77
2023-08-20,1,40,21.82
2023-08-21,1,65,29.63
2023-08-22,1,71,31.24
2023-08-23,1,67,31.67
2023-08-24,1,65,28.74
2023-08-25,1,69,32.2
2023-08-26,1,51,26.93
2023-08-27,1,45,19.68
2023-08-28,1,62,28.88
2023-08-29,1,72,34.05
2023-08-30,1,42,20.34
2023-08-31,1,67,30.34
2023-09-01,1,65,30.79
2023-09-02,1,54,28.05
2023-09-03,1,45,22.37
2023-09-04,1,69,30.77
2023-09-05,1,71,34.43
2023-09-06,1,74,33.54
2023-09-07,1,74,35.85
2023-09-08,1,72,42.71
2023-09-09,1,63,32.19
2023-09-10,1,49,21.12
2023-09-11,1,63,28.41
2023-09-12,1,67,32.46
2023-09-13,1,67,31.4
2023-09-14,1,67,39.36
2023-09-15,1,67,31.61
2023-09-16,1,62,30.65
2023-09-17,1,49,22.6
2023-09-18,1,69,30.21
2023-09-19,1,65,31.2
2023-09-20,1,72,31.68
2023-09-21,1,69,32.44
2023-09-22,1,67,31.82
2023-09-23,8,60,45.06
2023-09-24,1,54,22.97
2023-09-25,1,72,31.05
2023-09-26,1,72,41.04
2023-09-27,1,69,33.19
2023-09-28,1,85,36.63
2023-09-29,1,69,35.07
2023-09-30,1,72,34.55
2023-10-01,1,69,30.0
2023-10-02,1,76,34.66
2023-10-03,1,71,33.24
2023-10-04,1,76,33.72
2023-10-05,1,74,33.07
2023-10-06,2,71,44.12
2023-10-07,1,63,31.43
2023-10-08,1,56,24.33
2023-10-09,1,69,30.38
2023-10-10,1,74,33.68
2023-10-11,1,74,33.24
2023-10-12,1,74,34.39
2023-10-13,1,78,34.9
2023-10-14,1,69,27.77
2023-10-15,1,54,23.51
2023-10-16,1,83,36.1
2023-10-17,1,72,33.33
2023-10-18,1,81,36.63
2023-10-19,1,78,33.34
2023-10-20,1,72,33.76
2023-10-21,1,65,30.6
2023-10-22,1,56,24.13
2023-10-23,1,69,30.6
2023-10-24,1,81,36.62
2023-10-25,1,74,33.53
2023-10-26,1,80,36.01
2023-10-27,1,76,34.1
2023-10-28,1,62,27.91
2023-10-29,1,49,20.8
2023-10-30,1,74,29.85
2023-10-31,1,74,31.31
2023-11-01,1,76,32.68
2023-11-02,1,90,37.02
2023-11-03,1,80,34.83
2023-11-04,1,63,31.73
2023-11-05,1,53,25.27
2023-11-06,1,74,31.35
2023-11-07,1,78,34.33
2023-11-08,1,78,34.28
2023-11-09,1,81,39.69
2023-11-10,1,83,36.74
2023-11-11,1,80,36.96
2023-11-12,1,58,24.76
2023-11-13,1,83,41.13
2023-11-14,1,81,38.63
2023-11-15,1,87,38.85
2023-11-16,4,80,40.73
2023-11-17,1,78,35.64
2023-11-18,1,71,37.3
2023-11-19,1,51,22.56
2023-11-20,1,74,30.64
2023-11-21,1,80,35.83
2023-11-22,1,89,38.56
2023-11-23,4,72,37.85
2023-11-24,1,80,36.07
2023-11-25,1,71,33.19
2023-11-26,1,47,18.38
2023-11-27,1,74,30.24
2023-11-28,1,89,38.85
2023-11-29,2,90,47.0
2023-11-30,2,78,40.22
2023-12-01,1,80,38.43
2023-12-02,1,71,32.34
2023-12-03,1,58,22.72
2023-12-04,1,85,41.8
2023-12-05,1,85,37.95
2023-12-06,1,80,40.21
2023-12-07,1,89,44.56
2023-12-08,8,85,46.68
2023-12-09,8,74,39.15
2023-12-10,1,56,21.19
2023-12-11,1,74,30.78
2023-12-12,1,76,32.96
2023-12-13,1,76,35.12
2023-12-14,1,81,35.81
2023-12-15,1,81,37.74
2023-12-16,2,74,39.07
2023-12-17,1,53,21.44
2023-12-18,1,74,32.37
2023-12-19,1,78,34.82
2023-12-20,1,83,37.19
2023-12-21,1,83,40.62
2023-12-22,2,89,40.33
2023-12-23,1,67,29.95
2023-12-24,1,53,19.16
2023-12-25,1,74,30.88
2023-12-26,1,78,36.42
2023-12-27,1,80,37.52
2023-12-28,1,81,38.72
2023-12-29,1,74,36.9
2023-12-30,1,62,27.08
2023-12-31,1,40,10.87
2024-01-01,1,45,15.4
2024-01-02,1,80,32.64
2024-01-03,1,71,39.25
2024-01-04,1,76,35.05
2024-01-05,1,74,33.65
2024-01-06,1,62,27.05
2024-01-07,1,44,19.69
2024-01-08,1,78,34.31
2024-01-09,2,87,46.07
2024-01-10,8,83,42.83
2024-01-11,1,69,30.53
2024-01-12,1,83,35.08
2024-01-13,1,56,23.62
2024-01-14,1,63,18.28
2024-01-15,1,72,30.28
2024-01-16,1,80,37.38
2024-01-17,1,78,33.67
2024-01-18,1,78,36.5
2024-01-19,1,78,37.18
2024-01-20,1,76,38.81
2024-01-21,6,63,24.95
2024-01-22,2,76,34.91
2024-01-23,1,83,38.93
2024-01-24,1,89,42.26
2024-01-25,1,81,42.35
2024-01-26,1,85,40.54
2024-01-27,1,71,35.46
2024-01-28,1,56,26.19
2024-01-29,6,81,42.35
2024-01-30,4,76,40.8
2024-01-31,6,76,39.14
2024-02-01,1,80,36.12
2024-02-02,1,80,36.69
2024-02-03,1,69,30.54
2024-02-04,1,60,26.59
2024-02-05,1,72,31.71
2024-02-06,1,81,36.61
2024-02-07,1,78,35.43
2024-02-08,1,72,35.25
2024-02-09,1,78,36.73
2024-02-10,1,67,32.82
2024-02-11,1,53,21.97
2024-02-12,1,81,34.73
2024-02-13,1,74,36.54
2024-02-14,1,85,39.59
2024-02-15,9,87,46.28
2024-02-16,6,72,39.83
2024-02-17,2,67,33.26
2024-02-18,1,49,19.27
2024-02-19,1,71,30.62
2024-02-20,1,74,35.36
2024-02-21,1,72,36.62
2024-02-22,1,76,36.3
2024-02-23,1,74,34.91
2024-02-24,1,69,34.03
2024-02-25,1,54,23.97
2024-02-26,1,72,32.28
2024-02-27,1,76,35.13
2024-02-28,1,72,34.74
2024-02-29,1,78,36.48
2024-03-01,1,74,35.54
2024-03-02,1,67,31.91
2024-03-03,1,65,22.73
2024-03-04,1,71,33.04
2024-03-05,1,85,38.76
2024-03-06,1,80,38.59
2024-03-07,1,81,39.11
2024-03-08,1,90,48.38
2024-03-09,1,72,33.59
2024-03-10,1,54,21.09
2024-03-11,1,74,26.72
2024-03-12,1,83,33.61
2024-03-13,1,71,30.07
2024-03-14,1,76,29.65
2024-03-15,6,72,32.33
2024-03-16,1,58,21.12
2024-03-17,1,40,13.69
2024-03-18,1,78,28.2
2024-03-19,1,80,30.28
2024-03-20,2,81,36.91
2024-03-21,1,85,32.99
2024-03-22,1,76,32.14
2024-03-23,1,71,26.34
2024-03-24,1,53,18.03
2024-03-25,1,83,33.95
2024-03-26,1,78,31.25
2024-03-27,1,62,27.71
2024-03-28,8,81,42.07
2024-03-29,1,81,33.86
2024-03-30,1,63,26.1
2024-03-31,1,56,10.61
2024-04-01,1,80,28.64
2024-04-02,1,83,32.31
2024-04-03,1,80,34.51
2024-04-04,1,80,37.68
2024-04-05,1,78,36.4
2024-04-06,1,62,25.38
2024-04-07,1,29,11.63
2024-04-08,1,60,16.83
2024-04-09,1,40,11.3
2024-04-10,1,67,32.02
2024-04-11,1,71,33.69
2024-04-12,1,53,24.84
2024-04-13,1,44,20.16
2024-04-14,1,35,14.22
2024-04-15,1,60,25.47
2024-04-16,1,63,32.48
2024-04-17,1,69,34.5
2024-04-18,1,71,34.8
2024-04-19,2,83,43.08
2024-04-20,1,71,37.4
2024-04-21,1,51,21.82
2024-04-22,1,62,30.27
2024-04-23,1,49,20.1
2024-04-24,1,69,34.13
2024-04-25,1,72,35.36
2024-04-26,1,71,35.84
2024-04-27,1,71,33.02
2024-04-28,1,58,26.06
2024-04-29,1,71,33.12
2024-04-30,1,76,38.2
2024-05-01,2,44,20.77
2024-05-02,1,76,34.83
2024-05-03,1,81,37.81
2024-05-04,6,65,32.84
2024-05-05,1,58,24.57
2024-05-06,1,67,33.11
2024-05-07,1,72,35.69
2024-05-08,1,72,35.31
2024-05-09,1,76,36.49
2024-05-10,1,69,37.21
2024-05-11,1,71,33.99
2024-05-12,1,67,29.09
2024-05-13,1,74,33.43
2024-05-14,1,67,33.44
2024-05-15,1,72,33.84
2024-05-16,1,72,33.84
2024-05-17,1,71,31.68
2024-05-18,1,67,33.75
2024-05-19,1,56,21.42
2024-05-20,1,67,30.87
2024-05-21,1,69,34.12
2024-05-22,1,71,34.77
2024-05-23,1,78,36.56
2024-05-24,8,69,37.77
2024-05-25,1,69,35.35
2024-05-26,1,54,25.35
2024-05-27,1,71,32.9
2024-05-28,1,67,33.37
2024-05-29,1,72,35.18
2024-05-30,1,74,36.75
2024-05-31,1,69,36.02
2024-06-01,1,67,34.22
2024-06-02,1,49,25.03
2024-06-03,1,71,35.75
2024-06-04,1,71,38.22
2024-06-05,1,76,39.96
2024-06-06,1,74,41.25
2024-06-07,1,72,40.43
2024-06-08,1,71,34.06
2024-06-09,1,49,24.74
2024-06-10,1,71,36.86
2024-06-11,1,74,39.56
2024-06-12,1,74,41.02
2024-06-13,1,78,42.86
2024-06-14,1,62,37.62
2024-06-15,1,35,17.35
2024-06-16,1,38,17.87
2024-06-17,1,38,18.07
2024-06-18,1,27,11.99
2024-06-19,1,27,11.44
2024-06-20,1,24,10.81
2024-06-21,1,58,11.95
2024-06-22,1,62,13.64
2024-06-23,1,26,11.09
2024-06-24,1,65,25.18
2024-06-25,1,67,31.87
2024-06-26,1,69,32.14
2024-06-27,1,67,35.06
2024-06-28,1,71,35.87
2024-06-29,1,72,34.35
2024-06-30,1,69,21.57
2024-07-01,1,69,34.87
2024-07-02,1,69,33.51
2024-07-03,1,71,34.91
2024-07-04,1,76,37.27
2024-07-05,1,71,34.62
2024-07-06,1,56,26.57
2024-07-07,1,42,21.04
2024-07-08,1,62,31.37
2024-07-09,1,69,32.27
2024-07-10,1,67,33.75
2024-07-11,1,67,34.4
2024-07-12,1,65,34.52
2024-07-13,1,47,26.75
2024-07-14,1,38,16.77
2024-07-15,1,33,17.12
2024-07-16,1,69,30.35
2024-07-17,1,67,31.21
2024-07-18,1,67,32.78
2024-07-19,1,69,33.91
2024-07-20,1,51,26.81
2024-07-21,1,42,18.86
2024-07-22,1,65,31.11
2024-07-23,1,69,32.53
2024-07-24,1,67,32.71
2024-07-25,1,71,34.11
2024-07-26,1,65,33.67
2024-07-27,1,51,28.27
2024-07-28,1,44,20.03
2024-07-29,1,67,30.7
2024-07-30,1,69,34.96
2024-07-31,1,71,32.97
2024-08-01,1,69,33.34
2024-08-02,1,65,31.98
2024-08-03,1,53,26.11
2024-08-04,1,38,18.28
2024-08-05,1,63,29.5
2024-08-06,1,65,29.61
2024-08-07,1,62,28.18
2024-08-08,1,65,37.63
2024-08-09,1,63,29.83
2024-08-10,1,53,31.02
2024-08-11,1,40,20.67
2024-08-12,1,63,29.0
2024-08-13,1,69,30.8
2024-08-14,1,67,30.57
2024-08-15,1,72,34.5
2024-08-16,1,67,31.81
2024-08-17,1,54,27.58
2024-08-18,1,40,20.31
2024-08-19,1,63,30.75
2024-08-20,1,65,31.55
2024-08-21,1,65,32.4
2024-08-22,1,67,32.21
2024-08-23,1,65,32.63
2024-08-24,1,53,27.57
2024-08-25,1,40,20.05
2024-08-26,1,65,29.15
2024-08-27,1,69,33.41
2024-08-28,1,67,32.16
2024-08-29,1,72,35.14
2024-08-30,1,62,23.66
2024-08-31,1,51,23.56
2024-09-01,1,42,21.91
2024-09-02,1,69,31.36
2024-09-03,1,72,34.24
2024-09-04,1,72,35.14
2024-09-05,1,76,37.32
2024-09-06,1,72,36.48
2024-09-07,1,63,33.51
2024-09-08,2,47,26.6
2024-09-09,1,63,31.73
2024-09-10,1,69,33.66
2024-09-11,1,69,35.6
2024-09-12,1,72,36.27
2024-09-13,1,72,35.41
2024-09-14,1,65,34.76
2024-09-15,1,65,26.89
2024-09-16,1,72,33.52
2024-09-17,1,78,37.4
2024-09-18,1,72,34.2
2024-09-19,1,72,35.06
2024-09-20,1,74,37.04
2024-09-21,1,63,33.96
2024-09-22,1,56,25.52
2024-09-23,1,74,33.43
2024-09-24,1,72,34.23
2024-09-25,1,74,35.64
2024-09-26,1,80,36.4
2024-09-27,1,74,36.21
2024-09-28,1,71,36.05
2024-09-29,1,58,28.69
2024-09-30,4,71,38.1
2024-10-01,1,74,34.69
2024-10-02,1,71,34.02
2024-10-03,1,76,35.36
2024-10-04,1,72,36.13
2024-10-05,1,67,35.42
2024-10-06,1,58,27.28
2024-10-07,2,71,35.54
2024-10-08,1,80,37.63
2024-10-09,1,78,36.55
2024-10-10,1,80,38.15
2024-10-11,1,80,37.27
2024-10-12,1,83,37.55
2024-10-13,1,58,25.5
2024-10-14,1,72,32.72
2024-10-15,1,78,37.13
2024-10-16,1,80,38.56
2024-10-17,1,80,40.65
2024-10-18,1,9,2.23
