hat,saat,yolcu,sefer,yolcu_per_sefer
27SE,13,497,4,124.2
27SE,14,444,3,148.0
27SE,15,441,2,220.5
27SE,16,428,2,214.0
27SE,17,278,2,139.0
27SE,18,544,2,272.0
27SE,19,340,3,113.3
27SE,20,426,2,213.0
27SE,21,276,7,39.4
27SE,22,273,4,68.2
27SE,23,158,1,158.0
27T,5,45,1,45.0
27T,6,401,7,57.3
27T,7,867,8,108.4
27T,8,694,7,99.1
27T,9,500,6,83.3
27T,10,268,5,53.6
27T,11,316,6,52.7
27T,12,299,4,74.8
27T,13,424,5,84.8
27T,14,361,4,90.2
27T,15,626,6,104.3
27T,16,482,4,120.5
27T,17,259,4,64.8
27T,18,426,3,142.0
27T,19,410,2,205.0
27T,20,287,2,143.5
27T,21,197,3,65.7
27T,22,112,2,56.0
28,5,12,1,12.0
28,6,163,3,54.3
28,7,312,3,104.0
28,8,339,3,113.0
28,9,321,3,107.0
28,10,272,3,90.7
28,11,261,2,130.5
28,12,266,2,133.0
28,13,235,2,117.5
28,14,233,2,116.5
28,15,282,2,141.0
28,16,225,2,112.5
28,17,256,2,128.0
28,18,249,2,124.5
28,19,244,2,122.0
28,20,204,2,102.0
28,21,154,2,77.0
28,22,157,3,52.3
28,23,73,1,73.0
28T,6,179,5,35.8
28T,7,329,4,82.2
28T,8,427,5,85.4
28T,9,264,1,264.0
28T,10,162,2,81.0
28T,11,218,4,54.5
28T,12,287,1,287.0
28T,13,237,2,118.5
28T,14,304,2,152.0
28T,15,325,2,162.5
28T,16,288,2,144.0
28T,17,152,2,76.0
28T,18,346,2,173.0
28T,19,201,2,100.5
28T,20,165,2,82.5
28T,21,183,3,61.0
28T,22,126,4,31.5
28T,23,50,1,50.0
29,5,21,1,21.0
29,6,154,2,77.0
29,7,188,2,94.0
29,8,122,1,122.0
29,9,111,1,111.0
29,10,99,2,49.5
29,11,73,1,73.0
29,12,72,2,36.0
29,13,76,1,76.0
29,14,70,2,35.0
29,15,73,1,73.0
29,16,75,1,75.0
29,17,51,1,51.0
29,19,60,1,60.0
29,20,72,2,36.0
29,21,65,2,32.5
29,22,54,2,27.0
29A,6,19,1,19.0
29A,8,52,1,52.0
29B,6,131,3,43.7
29B,7,175,5,35.0
29B,8,119,3,39.7
29B,9,83,4,20.8
29B,10,55,3,18.3
29B,11,76,2,38.0
29B,12,47,2,23.5
29B,13,63,3,21.0
29B,14,76,3,25.3
29B,15,105,2,52.5
29B,16,59,3,19.7
29B,17,104,1,104.0
29B,18,22,3,7.3
29B,19,109,2,54.5
29B,20,20,3,6.7
29B,21,74,3,24.7
29B,22,30,1,30.0
29C,5,99,2,49.5
29C,6,326,9,36.2
29C,7,836,9,92.9
29C,8,840,6,140.0
29C,9,648,5,129.6
29C,10,457,7,65.3
29C,11,400,5,80.0
29C,12,486,6,81.0
29C,13,254,5,50.8
29C,14,602,6,100.3
29C,15,647,6,107.8
29C,16,376,5,75.2
29C,17,386,7,55.1
29C,18,514,4,128.5
29C,19,401,4,100.2
29C,20,223,4,55.8
29C,21,312,6,52.0
29C,22,339,4,84.8
29C,23,198,2,99.0
29D,5,33,1,33.0
29D,6,808,7,115.4
29D,7,1253,9,139.2
29D,8,1564,4,391.0
29D,9,1114,5,222.8
29D,10,734,5,146.8
29D,11,778,5,155.6
29D,12,937,5,187.4
29D,13,1001,4,250.2
29D,14,830,6,138.3
29D,15,1169,6,194.8
29D,16,904,3,301.3
29D,17,671,4,167.8
29D,18,522,3,174.0
29D,19,808,4,202.0
29D,20,537,3,179.0
29D,21,425,6,70.8
29D,22,406,6,67.7
29D,23,256,3,85.3
29E,6,47,1,47.0
29E,7,145,2,72.5
29E,8,163,2,81.5
29E,9,87,2,43.5
29E,10,72,2,36.0
29E,11,60,1,60.0
29E,12,61,1,61.0
29E,13,51,2,25.5
29E,14,66,2,33.0
29E,15,123,2,61.5
29E,16,80,2,40.0
29E,17,72,1,72.0
29E,18,114,1,114.0
29E,19,113,2,56.5
29E,20,92,2,46.0
29E,21,60,2,30.0
29E,22,26,1,26.0
29GM,6,30,2,15.0
29GM,7,95,2,47.5
29GM,8,74,2,37.0
29GM,9,14,3,4.7
29GM,10,35,1,35.0
29GM,11,27,2,13.5
29GM,12,37,2,18.5
29GM,13,56,1,56.0
29GM,14,72,2,36.0
29GM,15,98,3,32.7
29GM,16,26,1,26.0
29GM,17,20,1,20.0
29GM,18,31,2,15.5
29GM,19,12,2,6.0
29GM,20,12,2,6.0
29M2,6,2,2,1.0
29M2,7,94,2,47.0
29M2,8,67,2,33.5
29M2,9,13,1,13.0
29P,6,58,1,58.0
29P,7,115,2,57.5
29P,9,14,1,14.0
29P,15,7,1,7.0
29P,17,14,1,14.0
29P,19,57,1,57.0
3,6,36,1,36.0
3,7,36,1,36.0
3,8,110,1,110.0
3,15,18,1,18.0
3,16,18,1,18.0
3,17,31,1,31.0
3,18,26,1,26.0
3,19,57,1,57.0
300,5,54,2,27.0
300,20,67,2,33.5
300B,6,52,1,52.0
300B,8,82,1,82.0
300B,15,38,1,38.0
300B,17,12,1,12.0
300C,5,29,2,14.5
300C,6,139,2,69.5
300C,7,150,2,75.0
300C,8,238,2,119.0
300C,9,147,1,147.0
300C,10,163,2,81.5
300C,11,124,1,124.0
300C,12,128,2,64.0
300C,13,45,1,45.0
300C,14,56,1,56.0
300C,15,93,1,93.0
300C,16,43,1,43.0
300C,17,148,2,74.0
300C,18,148,2,74.0
300C,19,98,1,98.0
300C,20,40,1,40.0
300D,6,45,1,45.0
300D,7,95,1,95.0
300D,8,101,1,101.0
300D,9,35,1,35.0
300D,11,58,1,58.0
300D,13,30,1,30.0
300D,15,35,2,17.5
300D,16,81,1,81.0
300D,17,105,1,105.0
300D,19,28,1,28.0
300G,5,25,1,25.0
300G,6,156,3,52.0
300G,7,302,4,75.5
300G,8,348,3,116.0
300G,9,159,2,79.5
300G,10,178,2,89.0
300G,11,222,2,111.0
300G,12,200,2,100.0
300G,13,186,3,62.0
300G,14,214,2,107.0
300G,15,192,4,48.0
300G,16,182,2,91.0
300G,17,231,3,77.0
300G,18,211,2,105.5
300G,19,121,2,60.5
300G,20,124,2,62.0
300G,21,134,1,134.0
300G,22,28,1,28.0
300M,17,11,1,11.0
300M,19,40,1,40.0
300S,6,18,1,18.0
300S,7,50,1,50.0
300S,11,28,1,28.0
300S,13,35,1,35.0
300S,15,11,1,11.0
300S,17,45,1,45.0
303A,0,142,2,71.0
303A,1,31,1,31.0
303A,4,72,5,14.4
303A,5,303,11,27.5
303A,6,992,20,49.6
303A,7,2062,29,71.1
303A,8,2327,26,89.5
303A,9,1535,21,73.1
303A,10,1367,17,80.4
303A,11,1280,17,75.3
303A,12,1309,16,81.8
303A,13,1236,15,82.4
303A,14,1248,16,78.0
303A,15,1599,20,80.0
303A,16,1895,23,82.4
303A,17,1627,17,95.7
303A,18,1495,19,78.7
303A,19,1079,13,83.0
303A,20,826,12,68.8
303A,21,606,9,67.3
303A,22,505,7,72.1
303A,23,326,3,108.7
303B,5,25,2,12.5
303B,6,91,2,45.5
303B,7,66,1,66.0
303B,9,98,3,32.7
303B,10,80,2,40.0
303B,11,88,2,44.0
303B,12,71,1,71.0
303B,13,60,1,60.0
303B,14,65,2,32.5
303B,15,72,2,36.0
303B,16,68,1,68.0
303B,17,57,2,28.5
303B,18,38,1,38.0
303B,19,26,1,26.0
303B,20,18,2,9.0
30A,6,285,6,47.5
30A,7,640,7,91.4
30A,8,632,7,90.3
30A,9,592,9,65.8
30A,10,391,6,65.2
30A,11,399,6,66.5
30A,12,525,5,105.0
30A,13,481,6,80.2
30A,14,487,5,97.4
30A,15,535,5,107.0
30A,16,503,5,100.6
30A,17,481,4,120.2
30A,18,612,5,122.4
30A,19,427,5,85.4
30A,20,226,6,37.7
30A,21,382,6,63.7
30A,22,356,4,89.0
30A,23,122,3,40.7
30D,5,7,1,7.0
30D,6,191,4,47.8
30D,7,615,4,153.8
30D,8,527,3,175.7
30D,9,359,3,119.7
30D,10,331,4,82.8
30D,11,370,5,74.0
30D,12,388,6,64.7
30D,13,320,3,106.7
30D,14,288,3,96.0
30D,15,316,4,79.0
30D,16,348,3,116.0
30D,17,240,4,60.0
30D,18,236,3,78.7
30D,19,218,4,54.5
30D,20,176,3,58.7
30D,21,246,2,123.0
30D,22,97,1,97.0
30M,0,25,1,25.0
30M,6,284,10,28.4
30M,7,947,14,67.6
30M,8,1481,12,123.4
30M,9,939,11,85.4
30M,10,703,8,87.9
30M,11,732,8,91.5
30M,12,667,8,83.4
30M,13,896,7,128.0
30M,14,823,8,102.9
30M,15,875,8,109.4
30M,16,863,7,123.3
30M,17,998,9,110.9
30M,18,862,8,107.8
30M,19,779,7,111.3
30M,20,504,7,72.0
30M,21,487,8,60.9
30M,22,526,7,75.1
30M,23,362,7,51.7
31,5,63,2,31.5
31,6,453,8,56.6
31,7,877,8,109.6
31,8,865,6,144.2
31,9,726,5,145.2
31,10,665,13,51.2
31,11,674,11,61.3
31,12,617,7,88.1
31,13,456,11,41.5
31,14,603,6,100.5
31,15,685,9,76.1
31,16,552,8,69.0
31,17,577,7,82.4
31,18,755,9,83.9
31,19,675,8,84.4
31,20,587,8,73.4
31,21,483,7,69.0
31,22,319,4,79.8
31,23,215,3,71.7
319,0,63,1,63.0
319,5,90,3,30.0
319,6,650,12,54.2
319,7,1573,15,104.9
319,8,1557,14,111.2
319,9,1115,13,85.8
319,10,1101,13,84.7
319,11,1047,13,80.5
319,12,960,12,80.0
319,13,1001,13,77.0
319,14,1088,11,98.9
319,15,1201,12,100.1
319,16,1186,12,98.8
319,17,1190,12,99.2
319,18,1216,11,110.5
319,19,1014,13,78.0
319,20,729,10,72.9
319,21,556,10,55.6
319,22,507,9,56.3
319,23,318,6,53.0
31E,5,17,1,17.0
31E,6,265,2,132.5
31E,7,490,3,163.3
31E,8,510,2,255.0
31E,9,272,1,272.0
31E,10,246,2,123.0
31E,11,267,1,267.0
31E,12,201,2,100.5
31E,13,307,2,153.5
31E,14,310,1,310.0
31E,15,268,1,268.0
31E,16,259,1,259.0
31E,17,143,1,143.0
31E,19,219,2,109.5
31E,20,107,1,107.0
31E,21,128,1,128.0
31K,6,59,3,19.7
31K,7,313,6,52.2
31K,8,419,8,52.4
31K,9,39,1,39.0
31K,16,39,5,7.8
31K,17,182,6,30.3
31K,18,432,7,61.7
31K,19,299,8,37.4
31K,20,38,2,19.0
31Y,6,863,18,47.9
31Y,7,1016,16,63.5
31Y,8,1028,10,102.8
31Y,9,540,16,33.8
31Y,10,304,6,50.7
31Y,11,314,7,44.9
31Y,12,382,8,47.8
31Y,13,265,6,44.2
31Y,14,218,6,36.3
31Y,15,402,5,80.4
31Y,16,562,6,93.7
31Y,17,655,8,81.9
31Y,18,697,5,139.4
31Y,19,710,10,71.0
31Y,20,562,9,62.4
31Y,21,328,7,46.9
31Y,22,247,5,49.4
31Y,23,95,1,95.0
32,6,151,3,50.3
32,7,352,3,117.3
32,8,248,2,124.0
32,9,169,2,84.5
32,10,186,1,186.0
32,11,275,2,137.5
32,12,208,1,208.0
32,13,172,3,57.3
32,14,205,2,102.5
32,15,280,2,140.0
32,16,204,2,102.0
32,17,284,2,142.0
32,18,305,2,152.5
32,19,171,1,171.0
32,20,168,2,84.0
32,21,218,4,54.5
32,22,89,2,44.5
32,23,29,1,29.0
320,6,250,9,27.8
320,7,954,10,95.4
320,8,587,6,97.8
320,9,333,5,66.6
320,10,230,6,38.3
320,11,273,7,39.0
320,12,399,6,66.5
320,13,342,6,57.0
320,14,368,7,52.6
320,15,533,6,88.8
320,16,546,5,109.2
320,17,478,7,68.3
320,18,643,6,107.2
320,19,552,6,92.0
320,20,319,5,63.8
320,21,183,4,45.8
320,22,77,2,38.5
320A,5,133,3,44.3
320A,6,392,5,78.4
320A,7,1041,8,130.1
320A,8,970,5,194.0
320A,9,567,5,113.4
320A,10,607,11,55.2
320A,11,688,5,137.6
320A,12,592,6,98.7
320A,13,746,6,124.3
320A,14,717,5,143.4
320A,15,675,5,135.0
320A,16,742,6,123.7
320A,17,861,4,215.2
320A,18,654,7,93.4
320A,19,761,5,152.2
320A,20,476,5,95.2
320A,21,397,5,79.4
320A,22,245,2,122.5
320A,23,134,2,67.0
320Y,6,69,1,69.0
320Y,7,141,2,70.5
320Y,8,137,1,137.0
320Y,16,50,2,25.0
320Y,17,90,1,90.0
320Y,18,169,1,169.0
32A,6,108,4,27.0
32A,7,377,3,125.7
32A,8,330,2,165.0
32A,9,193,2,96.5
32A,10,114,2,57.0
32A,11,164,2,82.0
32A,12,148,2,74.0
32A,13,64,2,32.0
32A,14,122,1,122.0
32A,15,249,3,83.0
32A,16,183,2,91.5
32A,17,107,1,107.0
32A,18,184,2,92.0
32A,19,220,1,220.0
32A,20,66,2,33.0
32A,21,71,1,71.0
32M,6,175,3,58.3
32M,7,246,6,41.0
32M,8,290,4,72.5
32M,9,108,2,54.0
32M,10,76,3,25.3
32M,11,72,5,14.4
32M,12,136,2,68.0
32M,13,96,3,32.0
32M,14,70,2,35.0
32M,15,73,4,18.2
32M,16,139,2,69.5
32M,17,129,4,32.2
32M,18,245,4,61.2
32M,19,86,4,21.5
32M,20,62,3,20.7
32M,21,10,2,5.0
32M,22,41,1,41.0
32T,6,141,2,70.5
32T,7,370,4,92.5
32T,8,322,2,161.0
32T,9,245,1,245.0
32T,10,214,2,107.0
32T,11,181,2,90.5
32T,12,192,1,192.0
32T,13,288,2,144.0
32T,14,213,3,71.0
32T,15,303,3,101.0
32T,16,352,3,117.3
32T,17,242,1,242.0
32T,18,349,2,174.5
32T,19,246,2,123.0
32T,20,140,2,70.0
32T,21,77,3,25.7
32T,22,127,3,42.3
32T,23,101,1,101.0
33,5,15,1,15.0
33,6,287,2,143.5
33,7,459,4,114.8
33,8,364,2,182.0
33,9,256,2,128.0
33,10,225,1,225.0
33,11,250,3,83.3
33,12,266,2,133.0
33,13,180,1,180.0
33,14,238,4,59.5
33,15,127,3,42.3
33,16,199,4,49.8
33,17,325,4,81.2
33,18,319,3,106.3
33,19,246,3,82.0
33,20,152,3,50.7
33,21,82,4,20.5
33,22,84,2,42.0
33,23,68,1,68.0
336,5,207,3,69.0
336,6,834,6,139.0
336,7,931,7,133.0
336,8,759,4,189.8
336,9,620,3,206.7
336,10,505,2,252.5
336,11,590,2,295.0
336,12,383,3,127.7
336,13,413,5,82.6
336,14,590,6,98.3
336,15,582,6,97.0
336,16,634,6,105.7
336,17,636,10,63.6
336,18,699,7,99.9
336,19,690,9,76.7
336,20,393,3,131.0
336,21,230,4,57.5
336,22,229,3,76.3
336A,6,93,1,93.0
336A,7,115,1,115.0
336A,8,114,1,114.0
336A,10,117,1,117.0
336A,11,44,1,44.0
336A,16,38,1,38.0
336A,18,19,1,19.0
336A,19,80,1,80.0
336A,21,5,1,5.0
336E,5,195,3,65.0
336E,6,735,12,61.2
336E,7,1694,9,188.2
336E,8,1169,8,146.1
336E,9,988,6,164.7
336E,10,987,6,164.5
336E,11,748,6,124.7
336E,12,969,8,121.1
336E,13,1139,7,162.7
336E,14,904,5,180.8
336E,15,877,6,146.2
336E,16,1095,11,99.5
336E,17,1030,11,93.6
336E,18,1048,11,95.3
336E,19,1146,10,114.6
336E,20,861,12,71.8
336E,21,556,12,46.3
336E,22,538,5,107.6
336E,23,342,5,68.4
336G,0,3,1,3.0
336G,5,50,2,25.0
336G,6,314,6,52.3
336G,7,705,6,117.5
336G,8,813,10,81.3
336G,9,404,5,80.8
336G,10,314,6,52.3
336G,11,336,6,56.0
336G,12,434,6,72.3
336G,13,264,6,44.0
336G,14,354,6,59.0
336G,15,380,7,54.3
336G,16,456,8,57.0
336G,17,461,7,65.9
336G,18,603,8,75.4
336G,19,339,7,48.4
336G,20,325,6,54.2
336G,21,231,7,33.0
336G,22,179,6,29.8
336G,23,130,4,32.5
336H,5,51,1,51.0
336H,6,550,7,78.6
336H,7,1020,8,127.5
336H,8,965,6,160.8
336H,9,684,5,136.8
336H,10,364,6,60.7
336H,11,336,5,67.2
336H,12,488,8,61.0
336H,13,429,4,107.2
336H,14,342,7,48.9
336H,15,315,4,78.8
336H,16,741,8,92.6
336H,17,555,5,111.0
336H,18,672,8,84.0
336H,19,462,5,92.4
336H,20,333,5,66.6
336H,21,243,4,60.8
336K,5,25,1,25.0
336K,6,286,4,71.5
336K,7,259,5,51.8
336K,8,418,7,59.7
336K,9,185,3,61.7
336K,10,254,4,63.5
336K,11,137,4,34.2
336K,12,244,3,81.3
336K,13,231,3,77.0
336K,14,245,3,81.7
336K,15,319,5,63.8
336K,16,560,3,186.7
336K,17,363,4,90.8
336K,18,319,5,63.8
336K,19,360,3,120.0
336K,20,164,1,164.0
336K,21,84,3,28.0
336M,5,76,1,76.0
336M,6,234,3,78.0
336M,7,377,4,94.2
336M,8,281,3,93.7
336M,9,157,3,52.3
336M,10,156,4,39.0
336M,11,182,2,91.0
336M,12,128,4,32.0
336M,13,113,3,37.7
336M,14,102,1,102.0
336M,15,134,3,44.7
336M,16,96,2,48.0
336M,17,194,3,64.7
336M,18,264,1,264.0
336M,19,287,3,95.7
336M,20,182,3,60.7
336M,21,133,3,44.3
336M,22,136,2,68.0
336M,23,94,1,94.0
336MC,5,26,1,26.0
336MC,6,216,4,54.0
336MC,7,381,6,63.5
336MC,8,389,3,129.7
336MC,9,271,4,67.8
336MC,10,217,5,43.4
336MC,11,291,3,97.0
336MC,12,300,4,75.0
336MC,13,214,5,42.8
336MC,14,369,4,92.2
336MC,15,277,4,69.2
336MC,16,627,5,125.4
336MC,17,398,4,99.5
336MC,18,412,4,103.0
336MC,19,341,5,68.2
336MC,20,226,3,75.3
336MC,21,63,1,63.0
336T,5,54,1,54.0
336T,6,197,7,28.1
336T,7,453,3,151.0
336T,8,494,5,98.8
336T,9,298,5,59.6
336T,10,321,4,80.2
336T,11,332,2,166.0
336T,12,346,4,86.5
336T,13,400,5,80.0
336T,14,272,3,90.7
336T,15,384,5,76.8
336T,16,409,3,136.3
336T,17,519,2,259.5
336T,18,308,2,154.0
336T,19,266,3,88.7
336T,20,293,5,58.6
336T,21,164,2,82.0
336T,22,81,1,81.0
336Y,16,33,1,33.0
336Y,17,14,1,14.0
336Y,19,29,1,29.0
33B,5,61,1,61.0
33B,6,276,6,46.0
33B,7,501,3,167.0
33B,8,323,5,64.6
33B,9,298,3,99.3
33B,10,171,1,171.0
33B,11,142,4,35.5
33B,12,253,3,84.3
33B,13,200,4,50.0
33B,14,158,5,31.6
33B,15,178,3,59.3
33B,16,148,6,24.7
33B,17,193,3,64.3
33B,18,226,5,45.2
33B,19,352,5,70.4
33B,20,117,5,23.4
33B,21,55,4,13.8
33B,22,26,1,26.0
33E,6,30,1,30.0
33E,7,25,2,12.5
33ES,6,29,1,29.0
33ES,7,149,2,74.5
33ES,8,82,1,82.0
33ES,9,28,1,28.0
33ES,16,18,1,18.0
33ES,17,39,1,39.0
33ES,18,87,2,43.5
33M,6,64,2,32.0
33M,7,137,2,68.5
33M,8,104,3,34.7
33M,9,11,1,11.0
33M,10,55,2,27.5
33M,11,50,2,25.0
33M,12,182,1,182.0
33M,13,97,2,48.5
33M,14,51,1,51.0
33M,15,104,1,104.0
33M,16,30,1,30.0
33M,17,76,2,38.0
33M,18,114,1,114.0
33M,19,43,2,21.5
33M,20,61,2,30.5
33M,21,40,1,40.0
33M,22,52,1,52.0
33TE,6,137,3,45.7
33TE,7,175,3,58.3
33TE,8,91,3,30.3
33TE,16,59,1,59.0
33TE,17,103,1,103.0
33TE,18,87,1,87.0
33TE,19,66,1,66.0
33TM,6,58,2,29.0
33TM,7,43,2,21.5
33Y,6,56,2,28.0
33Y,7,109,2,54.5
33Y,8,128,1,128.0
33Y,9,53,1,53.0
33Y,11,70,1,70.0
33Y,13,44,1,44.0
33Y,14,61,1,61.0
33Y,15,44,1,44.0
33Y,16,46,1,46.0
33Y,17,72,2,36.0
33Y,18,56,3,18.7
33Y,19,144,2,72.0
33Y,20,47,1,47.0
33Y,21,37,2,18.5
33Y,22,67,1,67.0
34,0,7852,1,7852.0
34,5,5253,13,404.1
34,6,26440,37,714.6
34,7,63023,13,4847.9
34,8,67426,8,8428.2
34,9,43991,9,4887.9
34,12,38194,3,12731.3
34,13,37560,7,5365.7
34,14,37191,12,3099.2
34,15,41515,4,10378.8
34,16,49089,1,49089.0
34,17,65415,7,9345.0
34,18,74871,8,9358.9
34,19,52205,3,17401.7
34,20,31879,12,2656.6
34,21,23858,6,3976.3
34,22,20360,4,5090.0
34,23,12385,20,619.2
34A,5,528,2,264.0
34A,7,15792,3,5264.0
34A,8,18891,20,944.6
34A,9,11453,11,1041.2
34A,11,6841,1,6841.0
34A,12,6790,1,6790.0
34A,15,6678,2,3339.0
34A,16,7733,11,703.0
34A,17,9703,7,1386.1
34A,20,5026,1,5026.0
34A,22,3923,5,784.6
34A,23,2756,11,250.5
34B,18,1,4,0.2
34B,23,1,83,0.0
34C,1,1,1,1.0
34C,6,1,30,0.0
34C,7,1,27,0.0
34C,8,2,22,0.1
34C,9,1,27,0.0
34C,10,1,29,0.0
34C,11,3,25,0.1
34C,12,1,29,0.0
34C,13,2,31,0.1
34C,15,1,37,0.0
34C,16,3,64,0.0
34C,17,1,39,0.0
34C,18,4,32,0.1
34C,19,1,33,0.0
34C,21,1,18,0.1
34G,0,8,51,0.2
34G,1,2,19,0.1
34G,2,1,18,0.1
34G,5,2,38,0.1
34G,6,9,122,0.1
34G,7,8,131,0.1
34G,8,8,79,0.1
34G,9,14,63,0.2
34G,10,19,68,0.3
34G,11,18,71,0.3
34G,12,21,75,0.3
34G,13,16,72,0.2
34G,14,16,60,0.3
34G,15,16,57,0.3
34G,16,11,78,0.1
34G,17,8,41,0.2
34G,18,9,60,0.2
34G,19,17,53,0.3
34G,20,7,26,0.3
34G,21,6,46,0.1
34G,22,4,33,0.1
34G,23,3,400,0.0
34Z,8,1,1,1.0
34Z,14,1,15,0.1
34Z,15,2,21,0.1
34Z,16,1,47,0.0
34Z,17,1,50,0.0
35,6,300,5,60.0
35,7,804,4,201.0
35,8,1060,5,212.0
35,9,468,7,66.9
35,10,400,12,33.3
35,11,370,13,28.5
35,12,447,15,29.8
35,13,380,11,34.5
35,14,415,11,37.7
35,15,572,12,47.7
35,16,538,13,41.4
35,17,480,13,36.9
35,18,539,14,38.5
35,19,449,12,37.4
35,20,261,8,32.6
35,21,132,3,44.0
35A,6,84,9,9.3
35A,7,244,12,20.3
35A,8,280,12,23.3
35A,9,200,9,22.2
35A,10,68,2,34.0
35C,5,21,1,21.0
35C,6,333,4,83.2
35C,7,807,10,80.7
35C,8,1019,9,113.2
35C,9,936,8,117.0
35C,10,718,5,143.6
35C,11,733,6,122.2
35C,12,764,6,127.3
35C,13,763,5,152.6
35C,14,744,4,186.0
35C,15,879,6,146.5
35C,16,743,6,123.8
35C,17,801,8,100.1
35C,18,819,4,204.8
35C,19,789,6,131.5
35C,20,393,6,65.5
35C,21,409,9,45.4
35C,22,417,7,59.6
35C,23,228,3,76.0
35D,6,215,8,26.9
35D,7,481,8,60.1
35D,8,561,9,62.3
35D,9,422,8,52.8
35D,10,381,7,54.4
35D,11,537,7,76.7
35D,12,467,8,58.4
35D,13,487,7,69.6
35D,14,459,8,57.4
35D,15,553,8,69.1
35D,16,429,7,61.3
35D,17,465,7,66.4
35D,18,484,9,53.8
35D,19,351,7,50.1
35D,20,179,5,35.8
35D,21,144,4,36.0
36,6,145,2,72.5
36,7,166,2,83.0
36,8,155,2,77.5
36,9,72,1,72.0
36,10,61,2,30.5
36,11,109,2,54.5
36,12,204,1,204.0
36,13,173,2,86.5
36,14,83,1,83.0
36,15,112,1,112.0
36,16,152,2,76.0
36,17,108,1,108.0
36,18,155,2,77.5
36,19,179,1,179.0
36,20,36,1,36.0
36,21,28,1,28.0
36A,5,43,1,43.0
36A,6,175,1,175.0
36A,7,167,1,167.0
36A,8,208,1,208.0
36A,10,46,1,46.0
36A,11,94,1,94.0
36A,12,206,1,206.0
36A,14,87,1,87.0
36A,15,216,1,216.0
36A,17,117,1,117.0
36A,19,93,1,93.0
36A,22,41,1,41.0
36AS,6,51,1,51.0
36AS,7,71,1,71.0
36AS,9,37,1,37.0
36AS,11,40,1,40.0
36AS,16,89,1,89.0
36AS,17,69,1,69.0
36AS,20,24,1,24.0
36AS,21,24,1,24.0
36AY,5,44,1,44.0
36AY,6,278,5,55.6
36AY,7,398,4,99.5
36AY,8,510,3,170.0
36AY,9,230,4,57.5
36AY,10,161,2,80.5
36AY,11,126,4,31.5
36AY,12,160,3,53.3
36AY,13,97,1,97.0
36AY,14,142,4,35.5
36AY,15,182,3,60.7
36AY,16,140,2,70.0
36AY,17,181,3,60.3
36AY,18,143,2,71.5
36AY,19,198,3,66.0
36AY,20,81,1,81.0
36AY,21,137,3,45.7
36AY,22,48,2,24.0
36B,5,45,1,45.0
36B,6,8,1,8.0
36B,8,59,1,59.0
36B,9,79,1,79.0
36B,11,14,1,14.0
36B,12,28,1,28.0
36B,14,20,1,20.0
36B,15,35,1,35.0
36B,16,85,1,85.0
36B,18,29,1,29.0
36B,19,75,1,75.0
36B,21,6,1,6.0
36C,6,81,3,27.0
36C,7,79,3,26.3
36C,8,160,3,53.3
36C,9,45,4,11.2
36C,10,113,3,37.7
36C,11,50,4,12.5
36C,12,74,4,18.5
36C,13,38,4,9.5
36C,14,40,2,20.0
36C,15,49,3,16.3
36C,16,104,3,34.7
36C,17,77,2,38.5
36C,18,59,2,29.5
36C,19,36,1,36.0
36C,20,41,2,20.5
36C,21,45,4,11.2
36CB,5,6,1,6.0
36CB,6,29,2,14.5
36CB,7,65,2,32.5
36CB,8,107,1,107.0
36CB,9,60,2,30.0
36CB,10,11,1,11.0
36CB,11,20,1,20.0
36CB,12,31,2,15.5
36CB,13,33,1,33.0
36CB,14,24,1,24.0
36CB,15,69,4,17.2
36CB,16,88,2,44.0
36CB,17,24,2,12.0
36CB,18,41,3,13.7
36CB,19,69,2,34.5
36CB,20,29,1,29.0
36CB,21,6,1,6.0
36CY,5,3,1,3.0
36CY,6,85,1,85.0
36CY,7,76,1,76.0
36CY,8,85,1,85.0
36CY,9,63,1,63.0
36CY,10,43,1,43.0
36CY,11,53,2,26.5
36CY,12,41,1,41.0
36CY,13,38,1,38.0
36CY,15,42,1,42.0
36CY,16,46,1,46.0
36CY,17,54,1,54.0
36CY,18,41,1,41.0
36CY,19,54,1,54.0
36CY,20,52,1,52.0
36D,5,19,1,19.0
36D,6,118,2,59.0
36D,7,258,3,86.0
36D,8,346,2,173.0
36D,9,73,3,24.3
36D,11,66,2,33.0
36D,13,69,2,34.5
36D,15,101,1,101.0
36D,16,226,2,113.0
36D,17,139,3,46.3
36D,18,111,1,111.0
36D,19,127,3,42.3
36D,20,58,1,58.0
36D,22,22,1,22.0
36ES,5,148,3,49.3
36ES,6,452,7,64.6
36ES,7,893,7,127.6
36ES,8,622,6,103.7
36ES,9,496,4,124.0
36ES,10,313,3,104.3
36ES,11,426,3,142.0
36ES,12,340,4,85.0
36ES,13,433,3,144.3
36ES,14,349,3,116.3
36ES,15,412,4,103.0
36ES,16,547,4,136.8
36ES,17,484,4,121.0
36ES,18,545,3,181.7
36ES,19,418,3,139.3
36ES,20,189,3,63.0
36ES,21,152,6,25.3
36ES,22,136,4,34.0
36ES,23,113,2,56.5
36F,6,53,1,53.0
36F,7,315,5,63.0
36F,8,267,3,89.0
36F,9,255,4,63.8
36F,10,160,1,160.0
36F,11,130,3,43.3
36F,12,152,3,50.7
36F,13,204,2,102.0
36F,14,87,1,87.0
36F,15,169,1,169.0
36F,16,2,2,1.0
36F,17,47,2,23.5
36F,18,96,2,48.0
36F,19,185,3,61.7
36F,20,47,3,15.7
