hat_kodu,SHATADI,HAT_UZUNLUGU,SEFER_SURESI,oran_haziran,sefer_haziran,yolcu_haziran,oran_aralik,sefer_aralik,yolcu_aralik,ortalama_oran,ortalama_sefer,ortalama_yolcu,ortalama_yolcu_sefer,verimlilik_tier,kok_kod,supheli_kod_eslesmesi,hat_tipi_kume,hat_tipi_ad
98G,GİYİMKENT / TURGUTREİS - BAKIRKÖY,19.03208,91.88,4.53251617105925,1003,86522,3.6514969635119896,1245,86522,4.09200656728562,1124.0,86522.0,76.97686832740213,ust_ceyrek,98,False,2,tali_kucuk
98H,METROKENT - BAKIRKÖY,31.59324,145.65,3.087639102755876,1896,184952,2.581200943044595,2268,184952,2.834420022900235,2082.0,184952.0,88.83381364073007,ust_ceyrek,98,False,3,uzun_kirsal
98KM,FENERTEPE - SEFAKÖY METROBÜS,30.40267,148.68,1.990570598683292,2599,157288,1.7360714718046564,2980,157288,1.8633210352439744,2789.5,157288.0,56.38573221007349,orta_ust,98,False,3,uzun_kirsal
98M,İSTOÇ - BAKIRKÖY,17.76587,82.5,4.7338580010538,633,53236,4.426192193008945,677,53236,4.580025097031372,655.0,53236.0,81.27633587786259,ust_ceyrek,98,False,2,tali_kucuk
98MB,MEHMET AKİF MAHALLESİ - BAKIRKÖY,20.34632,94.19,2.71781560558715,326,18027,2.243057942839015,395,18027,2.4804367742130826,360.5,18027.0,50.005547850208046,orta_ust,98,False,2,tali_kucuk
98S,K.S.S. HASTANESİ - BAKIRKÖY,20.05288,94.61,5.553815215716384,3019,336226,4.725752011343789,3548,336226,5.139783613530087,3283.5,336226.0,102.39865996649915,ust_ceyrek,98,False,0,orta_yogunluklu
98T,K.S.S. HASTANESİ/ATAKENT-BAKIRKÖY,30.32624,147.92,2.035373240840419,575,35492,1.500435401901591,780,35492,1.767904321371005,677.5,35492.0,52.38671586715867,orta_ust,98,False,3,uzun_kirsal
98TB,FATİH MAHALLESİ - BAKIRKÖY,15.06878,70.87,1.1736041410582445,552,9762,1.0332208705967318,627,9762,1.1034125058274882,589.5,9762.0,16.559796437659035,alt_ceyrek,98,False,2,tali_kucuk
98Y,GİYİMKENT / YÜZYIL MAHALLESİ - BAKIRKÖY,16.74088,74.32,4.743251110750532,1194,94811,4.2013663399377865,1348,94811,4.47230872534416,1271.0,94811.0,74.59559402045633,ust_ceyrek,98,False,2,tali_kucuk
99A,GAZİOSMANPAŞA - EMİNÖNÜ,8.80778,37.65,4.551294956214703,4009,160708,4.570676723312813,3992,160708,4.560985839763758,4000.5,160708.0,40.17197850268717,orta_alt,99,False,0,orta_yogunluklu
9A,ATAKENT - ÜMRANİYE METRO,10.23747,63.36,2.2132086987954698,111,2515,1.5952348413395918,154,2515,1.9042217700675308,132.5,2515.0,18.9811320754717,alt_ceyrek,9,False,2,tali_kucuk
9H,CUMHURİYETKÖY / HÜSEYİNLİ - ÇEKMEKÖY ,39.13814,187.98,1.19201389362988,421,19641,1.1863778941328122,423,19641,1.189195893881346,422.0,19641.0,46.54265402843602,orta_ust,9,False,3,uzun_kirsal
9K,ATATÜRK MAH./ TAŞDELEN - KADIKÖY ,31.4274,154.05,2.4710499178741667,709,55060,2.078261437452888,843,55060,2.274655677663527,776.0,55060.0,70.95360824742268,ust_ceyrek,9,False,3,uzun_kirsal
9KS,KASABA EVLERİ/ ÖMERLİ - NECİP FAZIL METRO,30.37842,151.04,0.5824568113502554,255,4512,0.4730142894723411,314,4512,0.5277355504112983,284.5,4512.0,15.85940246045694,alt_ceyrek,9,False,3,uzun_kirsal
9T,ŞAHİNBEY - ALTUNİZADE METROBÜS,16.58797,82.71,2.3792342683683816,180,7104,1.6039781584505943,267,7104,1.991606213409488,223.5,7104.0,31.78523489932886,orta_alt,9,False,2,tali_kucuk
9ÇN,ÇEKMEKÖY - NİŞANTEPE / ÖZYEĞİN ÜNİVERSİTESİ ,26.52739,125.9,1.939337779564939,395,20321,1.3184826556422562,581,20321,1.6289102176035977,488.0,20321.0,41.64139344262295,orta_alt,9,False,3,uzun_kirsal
BA-1,ÇARŞI-TEPEKÖY-KADIYORAN,4.29536,10.39,2.508629377764519,1394,15021,1.4408856005783848,2427,15021,1.974757489171452,1910.5,15021.0,7.862339701648783,alt_ceyrek,BA-1,False,2,tali_kucuk
BA-2,ÇARŞI-LUNAPARK,3.28992,15.77,1.529021425728636,10442,52527,1.690064753621088,9447,52527,1.609543089674862,9944.5,52527.0,5.282015184272714,alt_ceyrek,BA-2,False,1,ana_arter
BA-4,ÇINAR-KUMSAL-MADEN,6.24085,15.1,1.2904987734221909,1877,15117,0.5360181893590291,4519,15117,0.91325848139061,3198.0,15117.0,4.727016885553471,alt_ceyrek,BA-4,False,0,orta_yogunluklu
BA-5,ÇARŞI-NİZAM,5.95187,14.4,1.8273329999236136,1073,11670,0.9522721267207565,2059,11670,1.389802563322185,1566.0,11670.0,7.452107279693487,alt_ceyrek,BA-5,False,2,tali_kucuk
BM4,KAVAKLI - HARAMİDERE METROBÜS,14.12437,70.52,1.7204307165558537,90,2187,0.8106741596336482,191,2187,1.265552438094751,140.5,2187.0,15.565836298932384,alt_ceyrek,BM4,False,2,tali_kucuk
BM5,SAHİL MAH./ KAVAKLI - HARAMİDERE,9.53296,52.32,2.5857165780912093,214,5275,1.676798023368239,330,5275,2.131257300729724,272.0,5275.0,19.393382352941178,alt_ceyrek,BM5,False,2,tali_kucuk
BM6,BEYLİKDÜZÜ - HARAMİDERE,22.78143,116.52,1.533203641236368,1050,36675,1.454258196294658,1107,36675,1.493730918765513,1078.5,36675.0,34.00556328233658,orta_alt,BM6,False,2,tali_kucuk
BN1,HALKALI - EMİNÖNÜ,34.94072,161.18,1.9652264962306216,4203,288605,1.798355533128087,4593,288605,1.8817910146793544,4398.0,288605.0,65.6218735788995,ust_ceyrek,BN1,False,1,ana_arter
BU-1,ÇARŞI-KALPAZANKAYA,4.10327,9.93,2.54891353537408,1447,15134,2.313850618372832,1594,15134,2.431382076873456,1520.5,15134.0,9.953304833936205,alt_ceyrek,BU-1,False,2,tali_kucuk
DS1,DUDULLU ORGANİZE SANAYİ BÖLGESİ - DUDULLU METRO,10.34909,25.04,0.8703709379096443,265,2387,0.6216935270783173,371,2387,0.7460322324939808,318.0,2387.0,7.5062893081761,alt_ceyrek,DS1,False,2,tali_kucuk
DS2,DUDULLU ORGANİZE SANAYİ BÖLGESİ - DUDULLU METRO,10.15912,24.58,3.153016453192812,251,8040,2.27415841882585,348,8040,2.7135874360093317,299.5,8040.0,26.84474123539232,alt_ceyrek,DS2,False,2,tali_kucuk
DT1,ORTAKÖY - TAKSİM,18.22666,44.1,4.890843710693259,2734,243719,4.565232743269161,2929,243719,4.7280382269812105,2831.5,243719.0,86.07416563658838,ust_ceyrek,DT1,False,0,orta_yogunluklu
DT2,ORTAKÖY - TAKSİM,18.08818,43.76,4.590794605702976,3860,320531,4.38734022728732,4039,320531,4.489067416495148,3949.5,320531.0,81.15736169135333,ust_ceyrek,DT2,False,0,orta_yogunluklu
E-10,SABİHA GÖKÇEN HAVALİMANI / KURTKÖY - KADIKÖY,35.77832,173.1,0.9585384677158052,529,18142,2.31537374165142,219,18142,1.6369561046836123,374.0,18142.0,48.50802139037433,orta_ust,E-10,False,3,uzun_kirsal
E-3,SABİHA GÖKÇEN HAVALİMANI - 4.LEVENT METRO,49.91554,240.75,0.5551787718368084,2490,69003,0.5318950141876311,2599,69003,0.5435368930122197,2544.5,69003.0,27.11849086264492,alt_ceyrek,E-3,False,3,uzun_kirsal
E-56,ISPARTAKULE - TAKSİM,34.51054,164.86,0.1260876054489831,74,322,0.016514128855265,565,322,0.071300867152124,319.5,322.0,1.0078247261345852,alt_ceyrek,E-56,False,3,uzun_kirsal
E-57,ESENKENT BAHÇEŞEHİR - BAKIRKÖY,37.30616,177.36,0.0735594243197153,692,1899,0.0702112022472317,725,1899,0.0718853132834735,708.5,1899.0,2.6803105151729003,alt_ceyrek,E-57,False,3,uzun_kirsal
E-58,ESENKENT BAHÇEŞEHİR - MECİDİYEKÖY,39.60645,191.62,0.135275899888468,1526,8176,0.1179605847027441,1750,8176,0.126618242295606,1638.0,8176.0,4.991452991452992,alt_ceyrek,E-58,False,3,uzun_kirsal
E-59,BOĞAZKÖY / BAHÇEŞEHİR - TAKSİM,40.36823,196.81,0.0540358215384475,1864,4066,0.0554030645476711,1818,4066,0.0547194430430593,1841.0,4066.0,2.2085822922324825,alt_ceyrek,E-59,False,3,uzun_kirsal
EL2,EMİRGAN - 4.LEVENT METRO,6.61654,31.05,8.323150370852282,809,44552,7.193834027798608,936,44552,7.758492199325445,872.5,44552.0,51.06246418338109,orta_ust,EL2,False,2,tali_kucuk
EM1,EMİNÖNÜ - KULAKSIZ,15.20871,36.8,5.276048520347346,2960,237516,4.716733198498383,3311,237516,4.996390859422864,3135.5,237516.0,75.75059799075107,ust_ceyrek,EM1,False,0,orta_yogunluklu
EM2,EMİNÖNÜ - KULAKSIZ,13.32634,32.24,5.82439550064769,2842,220590,5.293550371871038,3127,220590,5.558972936259364,2984.5,220590.0,73.91187803652203,ust_ceyrek,EM2,False,0,orta_yogunluklu
ER1,KADIKÖY - ERENKÖY,14.30837,34.62,3.407462214460698,478,23305,2.877680103378469,566,23305,3.1425711589195835,522.0,23305.0,44.6455938697318,orta_ust,ER1,False,2,tali_kucuk
ER2,KADIKÖY - ERENKÖY,13.84754,33.5,3.0893975071063564,360,15401,2.965821606822102,375,15401,3.0276095569642294,367.5,15401.0,41.90748299319728,orta_alt,ER2,False,2,tali_kucuk
ES1,ESENYURT BELEDİYESİ - BEYLİKDÜZÜ DEVLET HASTANESİ/BEYKENT,17.22297,79.69,2.7431067025283355,180,8504,0.6905723167204201,715,8504,1.7168395096243778,447.5,8504.0,19.003351955307263,alt_ceyrek,ES1,False,2,tali_kucuk
ES2,TÜYAP / KIRAÇ - AKÇABURGAZ,18.51782,90.97,0.9996377063342828,90,1666,0.2405545282622606,374,1666,0.6200961172982717,232.0,1666.0,7.181034482758621,alt_ceyrek,ES2,False,2,tali_kucuk
ES3,ESENYURT DEVLET HASTANESİ - HARAMİDERE,13.1894,70.12,1.8917529953236487,184,4591,1.4324384820557674,243,4591,1.662095738689708,213.5,4591.0,21.50351288056206,alt_ceyrek,ES3,False,2,tali_kucuk
FB1,KADIKÖY - FENERBAHÇE,10.84821,26.25,5.492438526804744,403,24012,5.425129231133117,408,24012,5.45878387896893,405.5,24012.0,59.215782983970406,orta_ust,FB1,False,2,tali_kucuk
FB2,KADIKÖY - FENERBAHÇE,9.44546,22.85,7.421606803276752,408,28601,7.385403843260767,410,28601,7.40350532326876,409.0,28601.0,69.92909535452323,ust_ceyrek,FB2,False,2,tali_kucuk
GZ1,KADIKÖY - GÖZTEPE,11.53909,27.92,4.508846869370371,393,20447,4.418894812126075,401,20447,4.463870840748223,397.0,20447.0,51.503778337531486,orta_ust,GZ1,False,2,tali_kucuk
H-1,MAHMUTBEY METRO - İSTANBUL HAVALİMANI,40.45103,191.89,0.443852570102884,722,12963,0.4301497390795735,745,12963,0.4370011545912287,733.5,12963.0,17.67280163599182,alt_ceyrek,H-1,False,3,uzun_kirsal
H-2,MECİDİYEKÖY - İSTANBUL HAVALİMANI,41.96655,205.47,0.3625336301002992,210,3195,0.3508389968712573,217,3195,0.3566863134857783,213.5,3195.0,14.964871194379391,alt_ceyrek,H-2,False,3,uzun_kirsal
H-3,HALKALI MARMARAY - İSTANBUL HAVALİMANI,44.31298,215.38,0.750820286456686,664,22092,0.7299336313429567,683,22092,0.7403769588998214,673.5,22092.0,32.801781737193764,orta_alt,H-3,False,3,uzun_kirsal
H-6,YUNUS EMRE MAHALLESİ-İSTANBUL HAVALİMANI,39.78046,185.71,0.9568834336730832,1425,54243,0.8199392020349631,1663,54243,0.8884113178540232,1544.0,54243.0,35.13147668393783,orta_alt,H-6,False,3,uzun_kirsal
H-8,HACIOSMAN METRO-İSTANBUL HAVALİMANI,48.33178,232.08,0.3886331795214935,240,4508,0.3745861971291504,249,4508,0.3816096883253219,244.5,4508.0,18.437627811860946,alt_ceyrek,H-8,False,3,uzun_kirsal
HA-1,ÇARŞI-AKÇAKOCA-İTFAİYE,2.95652,7.15,2.338722578485985,1029,7115,1.267937583383603,1898,7115,1.803330080934794,1463.5,7115.0,4.861633071404168,alt_ceyrek,HA-1,False,2,tali_kucuk
HA-2,ÇARŞI-ÇAM LİMANI,5.18117,12.54,0.5680257499143136,316,930,0.2996596610566329,599,930,0.4338427054854732,457.5,930.0,2.0327868852459017,alt_ceyrek,HA-2,False,2,tali_kucuk
HM1,HACIOSMAN METRO - KOCATAŞ,14.82521,35.87,4.480549930352339,1068,70942,3.74138180267107,1279,70942,4.110965866511704,1173.5,70942.0,60.453344695355774,orta_ust,HM1,False,2,tali_kucuk
HM2,KONAKLAR MAHALLESİ - 4.LEVENT METRO,2.48119,11.2,11.151207071225455,835,23103,6.917725040470474,1346,23103,9.034466055847965,1090.5,23103.0,21.185694635488307,alt_ceyrek,HM2,False,2,tali_kucuk
HM3,HÜRRİYET MAHALLESİ - ŞİŞLİ,5.28893,12.8,3.8150963952591126,90,1816,2.601202087676668,132,1816,3.2081492414678903,111.0,1816.0,16.36036036036036,alt_ceyrek,HM3,False,2,tali_kucuk
HM4,LEVENT BASIN SİTESİ - ŞİŞLİ,6.31957,28.9,2.8498276354283933,413,7438,2.6994926913576296,436,7438,2.7746601633930115,424.5,7438.0,17.521790341578328,alt_ceyrek,HM4,False,2,tali_kucuk
HS2, AVCILAR METROBÜS - ŞEHİR HASTANESİ,25.70974,127.4,2.610844448230299,2304,154654,1.9984669796420629,3010,154654,2.3046557139361807,2657.0,154654.0,58.206247647723,orta_ust,HS2,False,0,orta_yogunluklu
HT1,K.S.S. HASTANESİ - ÜÇYÜZLÜ METRO,20.44373,97.21,3.182955683540293,3693,240309,2.85723270279881,4114,240309,3.020094193169552,3903.5,240309.0,61.56244396054823,orta_ust,HT1,False,0,orta_yogunluklu
HT10,BATIŞEHİR - YENİBOSNA METRO,15.3532,69.04,1.9423304362817515,324,9662,1.5772307302137534,399,9662,1.7597805832477524,361.5,9662.0,26.72752420470263,alt_ceyrek,HT10,False,2,tali_kucuk
HT11,GİYİMKENT - KUYUMCUKENT,17.83362,88.63,2.5791863492064504,2652,121982,2.230193087086895,3067,121982,2.4046897181466727,2859.5,121982.0,42.65850673194615,orta_ust,HT11,False,0,orta_yogunluklu
HT12,GÜNEŞLİ BASIN TESİSLERİ - YENİBOSNA METRO,8.64979,44.9,4.518911153777597,1415,55309,3.7132748447127177,1722,55309,4.116092999245158,1568.5,55309.0,35.262352566146,orta_alt,HT12,False,2,tali_kucuk
HT13,YENİ MAHALLE METRO - ZEYTİNBURNU,11.2333,54.76,3.756957466018917,330,13927,2.535370069092521,489,13927,3.146163767555719,409.5,13927.0,34.00976800976801,orta_alt,HT13,False,2,tali_kucuk
HT18,HADIMKÖY/İ.Ü. CERRAHPAŞA KAMPÜSÜ - TÜYAP,25.07207,124.58,0.8232640373415897,557,11497,0.7198713795906836,637,11497,0.7715677084661366,597.0,11497.0,19.257956448911223,alt_ceyrek,HT18,False,2,tali_kucuk
HT20,ŞAHİNTEPE İGTOT - YENİBOSNA METRO,20.34681,103.36,2.915904367979864,2763,163927,2.564176883745501,3142,163927,2.7400406258626826,2952.5,163927.0,55.52142252328535,orta_ust,HT20,False,0,orta_yogunluklu
HT29,KIRAÇ YOLU - AVCILAR METROBÜS,17.16207,84.58,2.5365756129345565,4044,176047,2.116342434228873,4847,176047,2.326459023581714,4445.5,176047.0,39.60116972219098,orta_alt,HT29,False,0,orta_yogunluklu
HT48,AREL ÜNİVERSİTESİ / TEPEKENT - AVCILAR METROBÜS,33.18105,162.74,0.9174054525241424,420,12785,0.7540318787869662,511,12785,0.8357186656555543,465.5,12785.0,27.465091299677766,orta_alt,HT48,False,3,uzun_kirsal
HT5,KOCATEPE METRO-NUR SİTESİ,10.87699,59.16,4.299142561686775,1641,76736,4.125668388145029,1710,76736,4.212405474915903,1675.5,76736.0,45.79886601014623,orta_ust,HT5,False,2,tali_kucuk
HT6,BATIŞEHİR-KOCATEPE METRO,10.79083,54.34,2.729435973057849,382,11251,1.8922768452052603,551,11251,2.3108564091315547,466.5,11251.0,24.117899249732048,alt_ceyrek,HT6,False,2,tali_kucuk
K1, KAĞITHANE-SEYRANTEPE HAMİDİYE ETFAL HASTANESİ,14.16099,34.26,3.038857638371243,331,14244,2.0611923735673803,488,14244,2.550025005969312,409.5,14244.0,34.78388278388278,orta_alt,K1,False,2,tali_kucuk
K2, KAĞITHANE-SEYRANTEPE HAMİDİYE ETFAL HASTANESİ,15.25464,36.91,3.096422244630765,362,17099,1.9392817518275725,578,17099,2.517851998229169,470.0,17099.0,36.38085106382979,orta_alt,K2,False,2,tali_kucuk
KA-2,TEKİNAY-PLAJLAR-BÜYÜK TUR,1.65197,4.0,3.656961041272005,437,2640,1.7019083866196658,939,2640,2.6794347139458354,688.0,2640.0,3.8372093023255816,alt_ceyrek,KA-2,False,2,tali_kucuk
KM10,AYDINLI TOKİ / İÇMELER - PENDİK METRO/YHT - KARTAL,21.3823,102.76,1.5643909328320116,362,12109,1.3483559944885433,420,12109,1.4563734636602774,391.0,12109.0,30.9693094629156,orta_alt,KM10,False,2,tali_kucuk
KM11,AYDINLI TOKİ / A.YESEVİ - PENDİK KÖPRÜSÜ,12.57454,61.3,3.077238049358185,7616,294700,3.286529937443828,7131,294700,3.1818839934010064,7373.5,294700.0,39.96745100698447,orta_alt,KM11,False,1,ana_arter
KM12,TUZLA DENİZ HARP OKULU - KARTAL METRO,22.54052,105.53,1.813549691309698,1603,65528,1.529258366738267,1901,65528,1.6714040290239829,1752.0,65528.0,37.401826484018265,orta_alt,KM12,False,0,orta_yogunluklu
KM13,TUZLA - PENDİK METRO/ YHT / PENDİK,23.04107,108.93,1.722199476036429,2366,93886,1.396888570552688,2917,93886,1.5595440232945583,2641.5,93886.0,35.54268408101458,orta_alt,KM13,False,0,orta_yogunluklu
KM14,AHMET YESEVİ - TAVŞANTEPE METRO/ YENİŞEHİR,28.43222,127.84,1.3990387587665605,90,3580,0.9467179570600786,133,3580,1.1728783579133195,111.5,3580.0,32.10762331838565,orta_alt,KM14,False,3,uzun_kirsal
KM15,YENİŞEHİR-PENDİK METRO,17.25594,84.25,1.4620837595419105,135,3406,1.3247067620010595,149,3406,1.393395260771485,142.0,3406.0,23.985915492957748,alt_ceyrek,KM15,False,2,tali_kucuk
KM17,TUZLA EMLAK KONUTLARI-TAVŞANTEPE METRO,9.26052,47.81,2.171803872246996,482,9694,2.2084587899220507,474,9694,2.1901313310845234,478.0,9694.0,20.280334728033477,alt_ceyrek,KM17,False,2,tali_kucuk
KM18,SABANCI ÜNİ./MEDENİYET ÜNİ. - KURTKÖY METRO,14.02808,74.0,2.1126734475959745,702,20805,1.8086545856248464,820,20805,1.9606640166104103,761.0,20805.0,27.339027595269386,orta_alt,KM18,False,2,tali_kucuk
KM2,KAVAKPINAR-TAVŞANTEPE METRO,12.8723,31.14,2.6503939984825298,120,4094,1.80708681714718,176,4094,2.228740407814855,148.0,4094.0,27.66216216216216,orta_alt,KM2,False,2,tali_kucuk
KM21,HİLAL KONUTLARI - KARTAL METRO / CEVİZLİ,17.47171,83.92,0.3860545483288574,1208,8148,0.3672077908513856,1270,8148,0.3766311695901215,1239.0,8148.0,6.576271186440678,alt_ceyrek,KM21,False,2,tali_kucuk
KM23,KAVAKPINAR / MARMARA HST. - KARTAL METRO / CEVİZLİ,18.9768,93.07,2.7299713242036514,3889,201474,2.387957372880792,4446,201474,2.5589643485422218,4167.5,201474.0,48.344091181763645,orta_ust,KM23,False,0,orta_yogunluklu
KM24,KAVAKPINAR - PENDİK METRO/YHT/PENDİK,14.5717,68.93,3.517183986220457,3704,189835,3.00314649261424,4338,189835,3.260165239417349,4021.0,189835.0,47.21089281273315,orta_ust,KM24,False,0,orta_yogunluklu
KM25,YENİŞEHİR - KARTAL METRO / CEVİZLİ ,24.71607,119.92,0.6719484248565766,1691,28084,0.6333694461719458,1794,28084,0.6526589355142611,1742.5,28084.0,16.117073170731707,alt_ceyrek,KM25,False,0,orta_yogunluklu
KM26,ÇAMLIK MAHALLESİ - PENDİK METRO/ YHT / PENDİK,19.18767,93.02,1.2863555763659351,1828,45119,1.2421859448478234,1893,45119,1.2642707606068793,1860.5,45119.0,24.25100779360387,alt_ceyrek,KM26,False,0,orta_yogunluklu
KM27,YENİŞEHİR - PENDİK METRO/ YHT / PENDİK,20.93846,100.65,2.769239311648376,1586,91962,2.806398433402124,1565,91962,2.78781887252525,1575.5,91962.0,58.37004125674389,orta_ust,KM27,False,2,tali_kucuk
KM28,OKAN ÜNİVERSİTESİ - KURTKÖY  METRO,15.22861,74.21,3.0835457197502643,382,17938,1.5179310115265476,776,17938,2.3007383656384057,579.0,17938.0,30.98100172711572,orta_alt,KM28,False,2,tali_kucuk
KM29,YENİŞEHİR/MARMARA Ü. HAST. - KARTAL METRO/CEVİZLİ,22.73281,112.06,1.938729675418173,2762,121729,1.628084938736697,3289,121729,1.783407307077435,3025.5,121729.0,40.2343414311684,orta_alt,KM29,False,0,orta_yogunluklu
KM3,UĞUR MUMCU-YAKACIK METRO/ PENDİK,14.83583,71.25,1.4228452947419126,220,4644,1.4228452947419126,220,4644,1.4228452947419126,220.0,4644.0,21.10909090909091,alt_ceyrek,KM3,False,2,tali_kucuk
KM31,UĞUR MUMCU - KARTAL,11.53501,55.62,2.728513737093146,1468,46203,1.642254270624329,2439,46203,2.1853840038587373,1953.5,46203.0,23.651394932173023,alt_ceyrek,KM31,False,0,orta_yogunluklu
KM32,KURFALI - KARTAL METRO / KARTAL,9.40904,43.63,2.0084144706368003,837,15817,1.715349910125512,980,15817,1.861882190381156,908.5,15817.0,17.410016510731975,alt_ceyrek,KM32,False,2,tali_kucuk
KM33,PENDİK SAHİL/ YHT - GÜLSUYU METRO,15.40789,77.87,3.080664913373326,1659,78747,2.734522788275199,1869,78747,2.9075938508242625,1764.0,78747.0,44.64115646258504,orta_ust,KM33,False,2,tali_kucuk
KM34,KARTAL METRO-TOPSELVİ/GÜLSUYU METRO,15.06196,73.2,4.756940351861217,3161,226482,4.157226555773655,3617,226482,4.457083453817436,3389.0,226482.0,66.8285629979345,ust_ceyrek,KM34,False,0,orta_yogunluklu
KM35,UĞUR MUMCU-CEVİZLİ,12.48542,60.77,2.7564508638130434,1981,68177,2.536242062802434,2153,68177,2.6463464633077387,2067.0,68177.0,32.983551040154815,orta_alt,KM35,False,0,orta_yogunluklu
KM36,KURFALI MAHALLESİ-CEVİZLİ,9.79054,47.28,1.9810295282190056,1075,20850,2.0398532019496467,1044,20850,2.010441365084326,1059.5,20850.0,19.679093912222747,alt_ceyrek,KM36,False,2,tali_kucuk
KM37,HİLAL KONUTLARI-PENDİK METRO/YHT/PENDİK,17.64412,87.67,0.7205484544554455,848,10781,0.6904238298058958,885,10781,0.7054861421306706,866.5,10781.0,12.442008078476633,alt_ceyrek,KM37,False,2,tali_kucuk
KM41,MARMARA ÜNİVERSİTESİ-KÜÇÜKYALI METRO-BAŞIBÜYÜK SAĞLIK KAMPÜSÜ,12.60725,30.5,3.12150212292704,1813,71348,0.6853921943643846,8257,71348,1.9034471586457125,5035.0,71348.0,14.170407149950348,alt_ceyrek,KM41,False,0,orta_yogunluklu
KM42,BAŞIBÜYÜK - SÜREYYAPAŞA HASTANESİ/ MALTEPE,6.74434,32.98,9.275473497635046,1677,104908,7.844159886804828,1983,104908,8.559816692219936,1830.0,104908.0,57.32677595628415,orta_ust,KM42,False,2,tali_kucuk
KM43,ZÜMRÜTEVLER - MALTEPE METRO,2.79272,13.85,24.64618387951009,3292,226588,20.003756738497835,4056,226588,22.32497030900396,3674.0,226588.0,61.67338051170387,orta_ust,KM43,False,0,orta_yogunluklu
KM44,MALTEPE ÜNİVERSİTESİ - SİTELER - MALTEPE,12.51473,59.05,3.69437612974584,1102,50950,3.058754691945841,1331,50950,3.3765654108458403,1216.5,50950.0,41.88244965063707,orta_alt,KM44,False,2,tali_kucuk
KM45,MARMARA ÜNİVERSİTESİ / KÜÇÜKYALI METRO - MİMAR SİNAN ÖĞRENCİ YURDU,21.18475,51.25,2.3173137614171666,905,44428,1.461441779848457,1435,44428,1.889377770632812,1170.0,44428.0,37.97264957264957,orta_alt,KM45,False,2,tali_kucuk
KM46,BATI ATAŞEHİR - KOZYATAĞI METRO,21.83291,52.82,1.5959796251655087,664,23137,1.6303545709383045,650,23137,1.6131670980519066,657.0,23137.0,35.21613394216134,orta_alt,KM46,False,2,tali_kucuk
KM47,GÜLENSU MAHALLESİ-HUZUREVİ METRO,9.30514,22.51,4.280274228283309,1394,55521,4.083985129518776,1461,55521,4.182129678901043,1427.5,55521.0,38.8938704028021,orta_alt,KM47,False,2,tali_kucuk
KM48,ESENKENT-HUZUREVİ METRO,11.8355,28.63,1.8631397470483275,840,18523,1.6353577717038608,957,18523,1.749248759376094,898.5,18523.0,20.61547022815804,alt_ceyrek,KM48,False,2,tali_kucuk
KM60,VEYSEL KARANİ - KARTAL METRO / CEVİZLİ,16.00937,82.59,2.394410820874807,1027,39368,2.138312967859502,1150,39368,2.2663618943671544,1088.5,39368.0,36.167202572347264,orta_alt,KM60,False,2,tali_kucuk
KM61,PAŞAKÖY / SAMANDIRA - KARTAL,23.5766,116.89,1.7673712346633013,688,28668,1.3303625923942577,914,28668,1.5488669135287796,801.0,28668.0,35.79026217228464,orta_alt,KM61,False,2,tali_kucuk
KM70,SULTANBEYLİ/PETROL YOLU CADDESI - KARTAL METRO / CEVİZLİ,24.63267,117.13,1.403122154910569,862,29793,1.261200518803869,959,29793,1.3321613368572192,910.5,29793.0,32.72158154859967,orta_alt,KM70,False,2,tali_kucuk
KM71,YENİDOĞAN PERONLAR/ ADİL MAH. - CEVİZLİ,27.81792,134.23,1.917326399265796,247,13174,1.6443736827036513,288,13174,1.7808500409847237,267.5,13174.0,49.24859813084112,orta_ust,KM71,False,3,uzun_kirsal
KM72,PENDİK/PENDİK METRO/ YHT - SULTANBEYLİ DEVLET HAST.,25.05485,121.74,1.784504203099214,639,28570,1.5203975810405306,750,28570,1.6524508920698722,694.5,28570.0,41.13750899928006,orta_alt,KM72,False,2,tali_kucuk
KÇ2,K.S.S.HASTANESİ - YENİBOSNA METRO,16.20453,81.61,1.6935537928741682,185,5077,1.67544091808407,187,5077,1.684497355479119,186.0,5077.0,27.295698924731184,alt_ceyrek,KÇ2,False,2,tali_kucuk
MK11,OLİMPİYATKÖY METRO - KAYAŞEHİR - GÜVERCİNTEPE,19.84628,48.02,3.149451094520304,1432,89507,3.3040395365224,1365,89507,3.226745315521352,1398.5,89507.0,64.00214515552378,ust_ceyrek,MK11,False,2,tali_kucuk
MK12,OLİMPİYATKÖY METRO - GÜVERCİNTEPE - KAYAŞEHİR ,19.06703,46.13,3.288975819595608,1609,100902,3.168839577083433,1670,100902,3.2289076983395204,1639.5,100902.0,61.54437328453797,orta_ust,MK12,False,2,tali_kucuk
MK13,ŞAHİNTEPE İGTOT - OLİMPİYATKÖY METRO,11.13498,52.73,4.867697875907427,2444,132469,3.997531454542256,2976,132469,4.4326146652248415,2710.0,132469.0,48.88154981549816,orta_ust,MK13,False,0,orta_yogunluklu
MK14,KİPTAŞ VADİTEPE - OLİMPİYATKÖY METRO,19.20408,88.48,2.888783492250792,997,55310,2.6593879425429727,1083,55310,2.7740857173968823,1040.0,55310.0,53.18269230769231,orta_ust,MK14,False,2,tali_kucuk
