hat_kodu,SHATADI,HAT_UZUNLUGU,SEFER_SURESI,oran_haziran,sefer_haziran,yolcu_haziran,oran_aralik,sefer_aralik,yolcu_aralik,ortalama_oran,ortalama_sefer,ortalama_yolcu,ortalama_yolcu_sefer,verimlilik_tier,kok_kod,supheli_kod_eslesmesi,hat_tipi_kume,hat_tipi_ad
MK15,BOĞAZKÖY / BAHÇEŞEHİR - OLİMPİYATKÖY METRO,20.64874,98.67,2.4175149766839903,1733,86509,2.352360165408959,1781,86509,2.384937571046475,1757.0,86509.0,49.2367672168469,orta_ust,MK15,False,0,orta_yogunluklu
MK16,OLİMPİYATKÖY METRO - K.ÇEKMECE METROBÜS,20.49375,100.17,1.693121693121693,126,4372,1.6040100250626568,133,4372,1.6485658590921748,129.5,4372.0,33.76061776061776,orta_alt,MK16,False,2,tali_kucuk
MK19,AYAZMA SİTELERİ-ARENAPARK,5.29267,27.75,6.622485987486922,1343,47073,5.144013118100021,1729,47073,5.883249552793471,1536.0,47073.0,30.646484375,orta_alt,MK19,False,2,tali_kucuk
MK22,TAŞOLUK PERON - ŞEHİR HASTANESİ,20.35407,106.25,3.3488030788107093,1941,132302,2.6584976588840847,2445,132302,3.003650368847397,2193.0,132302.0,60.32922936616507,orta_ust,MK22,False,0,orta_yogunluklu
MK31,K.S.S HASTANESİ-BAŞAKŞEHİR/FENERTEPE PERON,28.21624,145.62,1.7274356209791053,817,39822,1.488728799936634,948,39822,1.6080822104578698,882.5,39822.0,45.12407932011332,orta_ust,MK31,False,3,uzun_kirsal
MK42,15 TEMMUZ MAHALLESİ - KİRAZLI METRO,3.50759,16.55,11.449625279181696,3045,122289,9.162709323287324,3805,122289,10.30616730123451,3425.0,122289.0,35.70481751824818,orta_alt,MK42,False,0,orta_yogunluklu
MK49,SULTANGAZİ PERON - KAZIM KARABEKİR METRO,8.16599,19.76,0.0513422990218093,1028,431,0.0199696872472266,2643,431,0.0356559931345179,1835.5,431.0,0.2348134023426859,alt_ceyrek,MK49,False,2,tali_kucuk
MK50,SULTANGAZİ PERON-KAZIM KARABEKİR METRO,8.61984,20.85,0.1651107615056304,1016,1446,0.1239856124831636,1353,1446,0.144548186994397,1184.5,1446.0,1.2207682566483748,alt_ceyrek,MK50,False,2,tali_kucuk
MK53,SULTANGAZİ PERON-TEKSTİLKENT METRO,12.15035,62.41,0.5902818558758377,122,875,0.409172650095751,176,875,0.4997272529857943,149.0,875.0,5.87248322147651,alt_ceyrek,MK53,False,2,tali_kucuk
MK97,ÇAVUŞPAŞA-ZEYTİNBURNU,9.45264,51.1,4.533981313832518,2255,96645,4.122632202698519,2480,96645,4.328306758265518,2367.5,96645.0,40.82154171066526,orta_alt,MK97,False,0,orta_yogunluklu
MR11,KAZLIÇEŞME - TOPKAPI,7.05832,33.45,3.8543158707860186,1922,52288,3.55811484325203,2082,52288,3.706215357019024,2002.0,52288.0,26.11788211788212,alt_ceyrek,MR11,False,0,orta_yogunluklu
MR20,YENİBOSNA METRO - KAZLIÇEŞME,9.8712,49.99,3.2794751833802738,2127,68856,3.2841072104754434,2124,68856,3.2817911969278586,2125.5,68856.0,32.39520112914608,orta_alt,MR20,False,0,orta_yogunluklu
MR40,K.S.S. HASTANESİ - ATAKENT - HALKALI MARMARAY,13.43552,69.06,2.205133753220404,4012,118864,1.5722403799396232,5627,118864,1.8886870665800133,4819.5,118864.0,24.663139329806,alt_ceyrek,MR40,False,0,orta_yogunluklu
MR42,HALKALI MARMARAY / İNÖNÜ MAH. - SEFAKÖY METROBÜS,7.70766,43.09,8.49846921870946,151,9891,5.7804903244375145,222,9891,7.139479771573488,186.5,9891.0,53.03485254691689,orta_ust,MR42,False,2,tali_kucuk
MR50,HALKALI MARMARAY - ŞEHİR HASTANESİ,16.21902,82.56,2.6245813207081703,1519,64661,2.6489960306682465,1505,64661,2.6367886756882086,1512.0,64661.0,42.76521164021164,orta_ust,MR50,False,2,tali_kucuk
MR51,İ.Ü. CERRAHPAŞA KAMPÜSÜ/BAHÇEŞEHİR - HALKALI MARMARAY,31.96745,154.49,1.1057473674395992,891,31495,0.9233560490990468,1067,31495,1.014551708269323,979.0,31495.0,32.170582226762,orta_alt,MR51,False,3,uzun_kirsal
MR52,SÖĞÜTLÜÇEŞME - HALKALI MARMARAY - ŞEHİR HASTANESİ,17.04779,79.17,1.0332529259852783,436,7680,0.703903555827471,640,7680,0.8685782409063747,538.0,7680.0,14.275092936802974,alt_ceyrek,MR52,False,2,tali_kucuk
MR60,PENDİK/PENDİK YHT-SABİHA GÖKÇEN HAVALİMANI,21.01578,100.81,3.232491648339169,15,1019,2.0203072802119806,24,1019,2.6263994642755746,19.5,1019.0,52.256410256410255,orta_ust,MR60,False,2,tali_kucuk
MR61,GÜZELYALI-TUZLA DEVLET HASTANESİ,8.18422,40.4,1.915610501401206,90,1411,1.306098069137186,132,1411,1.610854285269196,111.0,1411.0,12.711711711711713,alt_ceyrek,MR61,False,2,tali_kucuk
MR9,ATATÜRK MAH. / ÇAMLIK - AYRILIK ÇEŞMESİ,26.13372,121.5,1.366665342045298,486,17358,1.171427436038827,567,17358,1.2690463890420625,526.5,17358.0,32.96866096866097,orta_alt,MR9,False,3,uzun_kirsal
PD1,YENİKAPI - BEYAZIT,3.3915,15.16,0.2636348657109902,510,456,0.2551305152041841,527,456,0.2593826904575871,518.5,456.0,0.8794599807135969,alt_ceyrek,PD1,False,2,tali_kucuk
SG-1,KADIKÖY - SABİHA GÖKÇEN HAVALİMANI,34.80577,173.24,0.0481038217183426,2361,3953,0.0512977069001838,2214,3953,0.0497007643092632,2287.5,3953.0,1.7280874316939892,alt_ceyrek,SG-1,False,3,uzun_kirsal
SG-2,TAKSİM - SABİHA GÖKÇEN HAVALİMANI,42.76138,225.13,0.0466491884961202,3259,6501,0.0551031914856309,2759,6501,0.0508761899908755,3009.0,6501.0,2.160518444666002,alt_ceyrek,SG-2,False,3,uzun_kirsal
SM6,SULTANBEYLİ DEVLET HASTANESİ - SAMANDIRA MERKEZ METRO,11.52836,57.0,2.904589954592438,977,32715,2.1629454158817167,1312,32715,2.5337676852370774,1144.5,32715.0,28.58453473132372,orta_alt,SM6,False,2,tali_kucuk
TM1,EMNİYETTEPE - ALİBEYKÖY,3.92417,24.3,6.644549172838572,1251,32619,7.190597764032053,1156,32619,6.917573468435313,1203.5,32619.0,27.103448275862068,alt_ceyrek,TM1,False,2,tali_kucuk
TM10,YEŞİLPINAR - ALİBEYKÖY,6.42536,30.3,7.846316125036798,3635,183260,6.367796185422808,4479,183260,7.107056155229802,4057.0,183260.0,45.17130884890313,orta_ust,TM10,False,0,orta_yogunluklu
TM11,YEŞİLPINAR - ALİBEYKÖY,7.30461,39.72,4.617554542164719,1009,34033,1.6324851201976875,2854,34033,3.125019831181203,1931.5,34033.0,17.61998446803003,alt_ceyrek,TM11,False,2,tali_kucuk
TM12,KARADOLAP - ALİBEYKÖY,5.73987,25.18,6.827849488570443,1838,72033,6.435685825637166,1950,72033,6.631767657103804,1894.0,72033.0,38.03220696937698,orta_alt,TM12,False,2,tali_kucuk
TM13,EYÜPSULTAN - GOP - ALİBEYKÖY,10.28291,46.82,2.6218771063628363,228,6147,0.5434436184097515,1100,6147,1.582660362386294,664.0,6147.0,9.257530120481928,alt_ceyrek,TM13,False,2,tali_kucuk
TM15,CEBECİ PERONLAR - ALİBEYKÖY,15.43222,66.34,3.68077885079164,618,35104,1.1677214218630565,1948,35104,2.4242501363273483,1283.0,35104.0,27.36087295401403,orta_alt,TM15,False,2,tali_kucuk
TM16,YENİMAHALLE  GOP - ALİBEYKÖY,9.34926,43.7,5.316003414203823,1146,56957,3.351012053177988,1818,56957,4.333507733690905,1482.0,56957.0,38.432523616734144,orta_alt,TM16,False,2,tali_kucuk
TM17,SULTANGAZİ - GAZİ - ALİBEYKÖY,10.9392,56.84,4.731787919212565,2735,141569,3.1765930189117246,4074,141569,3.954190469062145,3404.5,141569.0,41.582904978704654,orta_alt,TM17,False,0,orta_yogunluklu
TM18,MESCİD-İ SELAM - ALİBEYKÖY,15.41361,65.6,6.607550982241943,1281,130465,6.441607921044085,1314,130465,6.524579451643014,1297.5,130465.0,100.55105973025049,ust_ceyrek,TM18,False,2,tali_kucuk
TM19,ZÜBEYDE HANIM - ALİBEYKÖY,11.86356,52.93,4.058398897424501,646,31103,3.838544198735326,683,31103,3.9484715480799135,664.5,31103.0,46.8066215199398,orta_ust,TM19,False,2,tali_kucuk
TM2,HAMİDİYE - GÜZELTEPE - ALİBEYKÖY,8.82833,47.8,5.808174496083921,1114,57122,2.9237715267227697,2213,57122,4.365973011403345,1663.5,57122.0,34.33844304177938,orta_alt,TM2,False,2,tali_kucuk
TM3,HAMİDİYE - KAĞITHANE - ALİBEYKÖY,9.52015,46.62,5.723893620999903,1694,92310,4.924467137620028,1969,92310,5.324180379309966,1831.5,92310.0,50.4013104013104,orta_ust,TM3,False,2,tali_kucuk
TM5,ALİBEYKÖY - 5.LEVENT,7.22844,17.49,3.232319673534082,916,21402,2.475589315181621,1196,21402,2.8539544943578514,1056.0,21402.0,20.267045454545453,alt_ceyrek,TM5,False,2,tali_kucuk
TM6,MEVLANA - ALİBEYKÖY,6.8199,37.56,2.7895120967150686,124,2359,0.8235702380777823,420,2359,1.8065411673964251,272.0,2359.0,8.672794117647058,alt_ceyrek,TM6,False,2,tali_kucuk
TM7,ÇIRÇIR METRO - ALİBEYKÖY,5.34506,27.52,3.398710876832446,944,17149,3.28055528397733,978,17149,3.339633080404888,961.0,17149.0,17.844953173777316,alt_ceyrek,TM7,False,2,tali_kucuk
TM8,AKŞEMSETTİN - ALİBEYKÖY,6.08158,25.86,8.036165876266024,3210,156881,7.684269425920148,3357,156881,7.860217651093086,3283.5,156881.0,47.77858991929344,orta_ust,TM8,False,0,orta_yogunluklu
TM9,GAZİOSMANPAŞA - ALİBEYKÖY,10.91343,54.9,1.603930358673223,1027,17977,1.6740208113388213,984,17977,1.638975585006022,1005.5,17977.0,17.878667329686724,alt_ceyrek,TM9,False,2,tali_kucuk
U1,BEŞİKTAŞ-ULUS,10.90555,26.38,5.674681819421255,760,47033,5.667224944494289,761,47033,5.670953381957772,760.5,47033.0,61.844838921762,orta_ust,U1,False,2,tali_kucuk
U2,BEŞİKTAŞ-ULUS,10.5384,25.5,6.011560267274707,1235,78240,5.929933650227047,1252,78240,5.970746958750877,1243.5,78240.0,62.91917973462002,orta_ust,U2,False,2,tali_kucuk
UM11,KİRAZLITEPE-KISIKLI METRO-ESATPAŞA,8.48549,44.14,2.664492422891761,105,2374,1.8166993792443824,154,2374,2.240595901068072,129.5,2374.0,18.33204633204633,alt_ceyrek,UM11,False,2,tali_kucuk
UM13,KÜÇÜKSU / YAVUZTÜRK MAHALLESİ - ÜMRANİYE EĞT.ARŞ.HST.,11.52619,54.48,2.446042307744083,31,874,1.7233479895469677,44,874,2.084695148645525,37.5,874.0,23.30666666666667,alt_ceyrek,UM13,False,2,tali_kucuk
UM36,ESENEVLER - BULGURLU METRO,4.98645,12.06,3.8353939175164697,136,2601,2.370970785373818,220,2601,3.1031823514451435,178.0,2601.0,14.612359550561798,alt_ceyrek,UM36,False,2,tali_kucuk
UM40,ATATÜRK MAH./ TAŞDELEN - NECİP FAZIL METRO,11.6657,55.38,3.35296932884584,828,32387,2.70064066564626,1028,32387,3.02680499724605,928.0,32387.0,34.89978448275862,orta_alt,UM40,False,2,tali_kucuk
UM60,SANCAKTEPE - NECİP FAZIL METRO,15.05489,72.48,3.5408710113980257,1145,61037,3.0301175695446485,1338,61037,3.285494290471337,1241.5,61037.0,49.163914619412,orta_ust,UM60,False,2,tali_kucuk
UM61,PAŞAKÖY/YENİDOĞAN-NECİP FAZIL METRO,11.6297,54.9,2.006480830540988,696,16241,1.894858423414556,737,16241,1.950669626977772,716.5,16241.0,22.667131891137476,alt_ceyrek,UM61,False,2,tali_kucuk
UM62,YENİDOĞAN/TAŞDELEN-NECİP FAZIL METRO,14.05706,69.65,2.3656643504606025,700,23278,2.4069259379686363,688,23278,2.3862951442146194,694.0,23278.0,33.54178674351585,orta_alt,UM62,False,2,tali_kucuk
UM73,SABİHA GÖKÇEN H.L./ SULTANBEYLİ - SAMANDIRA MERKEZ METRO,17.44628,83.86,4.4189264326777415,3613,278540,4.126539467889553,3869,278540,4.272732950283647,3741.0,278540.0,74.45602780005346,ust_ceyrek,UM73,False,0,orta_yogunluklu
UM74,SULTANBEYLİ DEVLET HAST./ NECİP FAZIL METRO - DUDULLU OSB,23.28989,111.7,1.8397053250773336,1212,51930,1.5592467510445656,1430,51930,1.6994760380609495,1321.0,51930.0,39.3111279333838,orta_alt,UM74,False,2,tali_kucuk
ÇM41,ÇEKMEKÖY-NECİP FAZIL METRO,8.68277,42.05,2.5579760215135794,504,11194,2.5478654443534468,506,11194,2.5529207329335133,505.0,11194.0,22.166336633663366,alt_ceyrek,ÇM41,False,2,tali_kucuk
ÇM42,ŞAHİNBEY - ÇEKMEKÖY METRO/ EMEK MAH.,7.26899,37.63,2.9069893819005173,787,16630,2.9330777481483428,780,16630,2.92003356502443,783.5,16630.0,21.2252712188896,alt_ceyrek,ÇM42,False,2,tali_kucuk
ÇM43,ATATÜRK MAHALLESİ-NECİP FAZIL METRO,9.94547,50.76,2.228650291971052,394,8733,1.6599021078196494,529,8733,1.9442761998953504,461.5,8733.0,18.923076923076923,alt_ceyrek,ÇM43,False,2,tali_kucuk
ÇM44,ÖZYEĞİN ÜNİ./NİŞANTEPE-ÇEKMEKÖY METRO/PROF. DR. FERİHA ÖZ HAST.,21.40844,101.81,1.5970898800908155,1114,38089,1.2520465351310124,1421,38089,1.424568207610914,1267.5,38089.0,30.050493096646942,orta_alt,ÇM44,False,2,tali_kucuk
